ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 mod:2024-04-12T14:42:49.84Z hisSize:49320 tz:"Bucharest" roomRef:@p:linkEdge:r:2d996b95-ed5a18fd "Site B Room 3" lorawanPoint maxVal:100 his minVal:0 humidity id:@p:linkEdge:r:2d9ab1c2-18241fa4 "Site B Room 3 AQ Humidity" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T03:00:00+02:00 Bucharest innLinkEdge kind:"Number" unit:"%RH" sensor cur amSensorRef:@p:linkEdge:r:2d9ab1c2-a2fb47fa "Site B Room 3 AQ" curStatus:"ok" amSensorAM107ModelId:"_amSensorAM107_point:humidity" point curVal:44.5%RH disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9ab1c2-71da2caa "3 AQ" navName:"Humidity" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9ab1c2-a2fb47fa "Site B Room 3 AQ" hisStatus:"ok" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"humidity" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba"
2025-02-18T00:19:50+02:00 Bucharest,44%RH
2025-02-18T00:30:00+02:00 Bucharest,44%RH
2025-02-18T00:39:50+02:00 Bucharest,44.5%RH
2025-02-18T00:45:00+02:00 Bucharest,44.5%RH
2025-02-18T00:49:50+02:00 Bucharest,45%RH
2025-02-18T01:00:00+02:00 Bucharest,45%RH
2025-02-18T01:15:00+02:00 Bucharest,45%RH
2025-02-18T01:30:00+02:00 Bucharest,45%RH
2025-02-18T01:39:50+02:00 Bucharest,44.5%RH
2025-02-18T01:45:00+02:00 Bucharest,44.5%RH
2025-02-18T02:00:00+02:00 Bucharest,44.5%RH
2025-02-18T02:15:00+02:00 Bucharest,44.5%RH
2025-02-18T02:30:00+02:00 Bucharest,44.5%RH
2025-02-18T02:45:00+02:00 Bucharest,44.5%RH
2025-02-18T02:49:50+02:00 Bucharest,44%RH
2025-02-18T02:59:50+02:00 Bucharest,44.5%RH
2025-02-18T03:00:00+02:00 Bucharest,44.5%RH
2025-02-18T03:15:00+02:00 Bucharest,44.5%RH
2025-02-18T03:30:00+02:00 Bucharest,44.5%RH
2025-02-18T03:39:50+02:00 Bucharest,45%RH
2025-02-18T03:45:00+02:00 Bucharest,45%RH
2025-02-18T04:00:00+02:00 Bucharest,45%RH
2025-02-18T04:09:50+02:00 Bucharest,45.5%RH
2025-02-18T04:15:00+02:00 Bucharest,45.5%RH
2025-02-18T04:30:00+02:00 Bucharest,45.5%RH
2025-02-18T04:39:50+02:00 Bucharest,46%RH
2025-02-18T04:45:00+02:00 Bucharest,46%RH
2025-02-18T04:59:51+02:00 Bucharest,45.5%RH
2025-02-18T05:00:00+02:00 Bucharest,45.5%RH
2025-02-18T05:15:00+02:00 Bucharest,45.5%RH
2025-02-18T05:19:50+02:00 Bucharest,45%RH
2025-02-18T05:30:00+02:00 Bucharest,45%RH
2025-02-18T05:45:00+02:00 Bucharest,45%RH
2025-02-18T05:59:50+02:00 Bucharest,44.5%RH
2025-02-18T06:00:00+02:00 Bucharest,44.5%RH
2025-02-18T06:09:50+02:00 Bucharest,44%RH
2025-02-18T06:15:00+02:00 Bucharest,44%RH
2025-02-18T06:19:52+02:00 Bucharest,43.5%RH
2025-02-18T06:29:50+02:00 Bucharest,43%RH
2025-02-18T06:30:00+02:00 Bucharest,43%RH
2025-02-18T06:45:00+02:00 Bucharest,43%RH
2025-02-18T07:00:00+02:00 Bucharest,43%RH
2025-02-18T07:15:00+02:00 Bucharest,43%RH
2025-02-18T07:30:00+02:00 Bucharest,43%RH
2025-02-18T07:45:00+02:00 Bucharest,43%RH
2025-02-18T08:00:00+02:00 Bucharest,43%RH
2025-02-18T08:15:00+02:00 Bucharest,43%RH
2025-02-18T08:30:00+02:00 Bucharest,43%RH
2025-02-18T08:45:00+02:00 Bucharest,43%RH
2025-02-18T08:49:50+02:00 Bucharest,43.5%RH
2025-02-18T09:00:00+02:00 Bucharest,43.5%RH
2025-02-18T09:15:00+02:00 Bucharest,43.5%RH
2025-02-18T09:29:51+02:00 Bucharest,43%RH
2025-02-18T09:30:00+02:00 Bucharest,43%RH
2025-02-18T09:45:00+02:00 Bucharest,43%RH
2025-02-18T09:59:50+02:00 Bucharest,42.5%RH
2025-02-18T10:00:00+02:00 Bucharest,42.5%RH
2025-02-18T10:09:50+02:00 Bucharest,42%RH
2025-02-18T10:15:00+02:00 Bucharest,42%RH
2025-02-18T10:19:50+02:00 Bucharest,41.5%RH
2025-02-18T10:29:50+02:00 Bucharest,41%RH
2025-02-18T10:30:00+02:00 Bucharest,41%RH
2025-02-18T10:45:00+02:00 Bucharest,41%RH
2025-02-18T11:00:00+02:00 Bucharest,41%RH
2025-02-18T11:15:00+02:00 Bucharest,41%RH
2025-02-18T11:19:50+02:00 Bucharest,40.5%RH
2025-02-18T11:30:00+02:00 Bucharest,40.5%RH
2025-02-18T11:45:00+02:00 Bucharest,40.5%RH
2025-02-18T12:00:00+02:00 Bucharest,40.5%RH
2025-02-18T12:15:00+02:00 Bucharest,40.5%RH
2025-02-18T12:19:51+02:00 Bucharest,41%RH
2025-02-18T12:30:00+02:00 Bucharest,41%RH
2025-02-18T12:45:00+02:00 Bucharest,41%RH
2025-02-18T13:00:00+02:00 Bucharest,41%RH
2025-02-18T13:09:50+02:00 Bucharest,40.5%RH
2025-02-18T13:15:00+02:00 Bucharest,40.5%RH
2025-02-18T13:30:00+02:00 Bucharest,40.5%RH
2025-02-18T13:45:00+02:00 Bucharest,40.5%RH
2025-02-18T14:00:00+02:00 Bucharest,40.5%RH
2025-02-18T14:15:00+02:00 Bucharest,40.5%RH
2025-02-18T14:30:00+02:00 Bucharest,40.5%RH
2025-02-18T14:39:51+02:00 Bucharest,41%RH
2025-02-18T14:45:00+02:00 Bucharest,41%RH
2025-02-18T15:00:00+02:00 Bucharest,41%RH
2025-02-18T15:15:00+02:00 Bucharest,41%RH
2025-02-18T15:30:00+02:00 Bucharest,41%RH
2025-02-18T15:45:00+02:00 Bucharest,41%RH
2025-02-18T16:00:00+02:00 Bucharest,41%RH
2025-02-18T16:15:00+02:00 Bucharest,41%RH
2025-02-18T16:30:00+02:00 Bucharest,41%RH
2025-02-18T16:45:00+02:00 Bucharest,41%RH
2025-02-18T16:49:51+02:00 Bucharest,41.5%RH
2025-02-18T17:00:00+02:00 Bucharest,41.5%RH
2025-02-18T17:15:00+02:00 Bucharest,41.5%RH
2025-02-18T17:30:00+02:00 Bucharest,41.5%RH
2025-02-18T17:39:50+02:00 Bucharest,41%RH
2025-02-18T17:45:00+02:00 Bucharest,41%RH
2025-02-18T17:59:51+02:00 Bucharest,40.5%RH
2025-02-18T18:00:00+02:00 Bucharest,40.5%RH
2025-02-18T18:09:51+02:00 Bucharest,41%RH
2025-02-18T18:15:00+02:00 Bucharest,41%RH
2025-02-18T18:30:00+02:00 Bucharest,41%RH
2025-02-18T18:45:00+02:00 Bucharest,41%RH
2025-02-18T18:49:50+02:00 Bucharest,40.5%RH
2025-02-18T19:00:00+02:00 Bucharest,40.5%RH
2025-02-18T19:15:00+02:00 Bucharest,40.5%RH
2025-02-18T19:30:00+02:00 Bucharest,40.5%RH
2025-02-18T19:39:51+02:00 Bucharest,41%RH
2025-02-18T19:45:00+02:00 Bucharest,41%RH
2025-02-18T19:49:51+02:00 Bucharest,41.5%RH
2025-02-18T19:59:50+02:00 Bucharest,42%RH
2025-02-18T20:00:00+02:00 Bucharest,42%RH
2025-02-18T20:15:00+02:00 Bucharest,42%RH
2025-02-18T20:19:51+02:00 Bucharest,42.5%RH
2025-02-18T20:30:00+02:00 Bucharest,42.5%RH
2025-02-18T20:39:50+02:00 Bucharest,43%RH
2025-02-18T20:45:00+02:00 Bucharest,43%RH
2025-02-18T21:00:00+02:00 Bucharest,43%RH
2025-02-18T21:09:50+02:00 Bucharest,42.5%RH
2025-02-18T21:15:00+02:00 Bucharest,42.5%RH
2025-02-18T21:30:00+02:00 Bucharest,42.5%RH
2025-02-18T21:45:00+02:00 Bucharest,42.5%RH
2025-02-18T22:00:00+02:00 Bucharest,42.5%RH
2025-02-18T22:09:51+02:00 Bucharest,42%RH
2025-02-18T22:15:00+02:00 Bucharest,42%RH
2025-02-18T22:29:51+02:00 Bucharest,42.5%RH
2025-02-18T22:30:00+02:00 Bucharest,42.5%RH
2025-02-18T22:45:00+02:00 Bucharest,42.5%RH
2025-02-18T22:59:50+02:00 Bucharest,42%RH
2025-02-18T23:00:00+02:00 Bucharest,42%RH
2025-02-18T23:15:00+02:00 Bucharest,42%RH
2025-02-18T23:19:51+02:00 Bucharest,42.5%RH
2025-02-18T23:29:50+02:00 Bucharest,43%RH
2025-02-18T23:30:00+02:00 Bucharest,43%RH
2025-02-18T23:45:00+02:00 Bucharest,43%RH
2025-02-19T00:00:00+02:00 Bucharest,43%RH
2025-02-19T00:15:00+02:00 Bucharest,43%RH
2025-02-19T00:30:00+02:00 Bucharest,43%RH
2025-02-19T00:45:00+02:00 Bucharest,43%RH
2025-02-19T00:59:51+02:00 Bucharest,43.5%RH
2025-02-19T01:00:00+02:00 Bucharest,43.5%RH
2025-02-19T01:15:00+02:00 Bucharest,43.5%RH
2025-02-19T01:30:00+02:00 Bucharest,43.5%RH
2025-02-19T01:45:00+02:00 Bucharest,43.5%RH
2025-02-19T01:49:52+02:00 Bucharest,44%RH
2025-02-19T02:00:00+02:00 Bucharest,44%RH
2025-02-19T02:09:51+02:00 Bucharest,44.5%RH
2025-02-19T02:15:00+02:00 Bucharest,44.5%RH
2025-02-19T02:29:51+02:00 Bucharest,45%RH
2025-02-19T02:30:00+02:00 Bucharest,45%RH
2025-02-19T02:45:00+02:00 Bucharest,45%RH
2025-02-19T03:00:00+02:00 Bucharest,45%RH
2025-02-19T03:09:51+02:00 Bucharest,45.5%RH
2025-02-19T03:15:00+02:00 Bucharest,45.5%RH
2025-02-19T03:19:51+02:00 Bucharest,45%RH
2025-02-19T03:30:00+02:00 Bucharest,45%RH
2025-02-19T03:45:00+02:00 Bucharest,45%RH
2025-02-19T04:00:00+02:00 Bucharest,45%RH
2025-02-19T04:15:00+02:00 Bucharest,45%RH
2025-02-19T04:30:00+02:00 Bucharest,45%RH
2025-02-19T04:45:00+02:00 Bucharest,45%RH
2025-02-19T05:00:00+02:00 Bucharest,45%RH
2025-02-19T05:09:50+02:00 Bucharest,44.5%RH
2025-02-19T05:15:00+02:00 Bucharest,44.5%RH
2025-02-19T05:30:00+02:00 Bucharest,44.5%RH
2025-02-19T05:45:00+02:00 Bucharest,44.5%RH
2025-02-19T06:00:00+02:00 Bucharest,44.5%RH
2025-02-19T06:15:00+02:00 Bucharest,44.5%RH
2025-02-19T06:30:00+02:00 Bucharest,44.5%RH
2025-02-19T06:45:00+02:00 Bucharest,44.5%RH
2025-02-19T07:00:00+02:00 Bucharest,44.5%RH
2025-02-19T07:15:00+02:00 Bucharest,44.5%RH
2025-02-19T07:29:51+02:00 Bucharest,44%RH
2025-02-19T07:30:00+02:00 Bucharest,44%RH
2025-02-19T07:45:00+02:00 Bucharest,44%RH
2025-02-19T08:00:00+02:00 Bucharest,44%RH
2025-02-19T08:15:00+02:00 Bucharest,44%RH
2025-02-19T08:30:00+02:00 Bucharest,44%RH
2025-02-19T08:45:00+02:00 Bucharest,44%RH
2025-02-19T09:00:00+02:00 Bucharest,44%RH
2025-02-19T09:15:00+02:00 Bucharest,44%RH
2025-02-19T09:19:51+02:00 Bucharest,43.5%RH
2025-02-19T09:30:00+02:00 Bucharest,43.5%RH
2025-02-19T09:39:50+02:00 Bucharest,44%RH
2025-02-19T09:45:00+02:00 Bucharest,44%RH
2025-02-19T10:00:00+02:00 Bucharest,44%RH
2025-02-19T10:15:00+02:00 Bucharest,44%RH
2025-02-19T10:30:00+02:00 Bucharest,44%RH
2025-02-19T10:39:51+02:00 Bucharest,43.5%RH
2025-02-19T10:45:00+02:00 Bucharest,43.5%RH
2025-02-19T10:59:51+02:00 Bucharest,42.5%RH
2025-02-19T11:00:00+02:00 Bucharest,42.5%RH
2025-02-19T11:09:51+02:00 Bucharest,42%RH
2025-02-19T11:15:00+02:00 Bucharest,42%RH
2025-02-19T11:19:51+02:00 Bucharest,42.5%RH
2025-02-19T11:30:00+02:00 Bucharest,42.5%RH
2025-02-19T11:39:51+02:00 Bucharest,42%RH
2025-02-19T11:45:00+02:00 Bucharest,42%RH
2025-02-19T12:00:00+02:00 Bucharest,42%RH
2025-02-19T12:15:00+02:00 Bucharest,42%RH
2025-02-19T12:30:00+02:00 Bucharest,42%RH
2025-02-19T12:45:00+02:00 Bucharest,42%RH
2025-02-19T13:00:00+02:00 Bucharest,42%RH
2025-02-19T13:15:00+02:00 Bucharest,42%RH
2025-02-19T13:29:51+02:00 Bucharest,42.5%RH
2025-02-19T13:30:00+02:00 Bucharest,42.5%RH
2025-02-19T13:45:00+02:00 Bucharest,42.5%RH
2025-02-19T14:00:00+02:00 Bucharest,42.5%RH
2025-02-19T14:15:00+02:00 Bucharest,42.5%RH
2025-02-19T14:30:00+02:00 Bucharest,42.5%RH
2025-03-10T18:33:17+02:00 Bucharest,40%RH
2025-03-10T18:45:00+02:00 Bucharest,40%RH
2025-03-10T19:15:00+02:00 Bucharest,40.5%RH
2025-03-10T19:30:00+02:00 Bucharest,40.5%RH
2025-03-10T19:45:00+02:00 Bucharest,40.5%RH
2025-03-10T20:00:00+02:00 Bucharest,40.5%RH
2025-03-10T20:02:51+02:00 Bucharest,41%RH
2025-03-10T20:15:00+02:00 Bucharest,41%RH
2025-03-10T20:30:00+02:00 Bucharest,41%RH
2025-03-10T20:45:00+02:00 Bucharest,41%RH
2025-03-10T20:52:50+02:00 Bucharest,41.5%RH
2025-03-10T21:00:00+02:00 Bucharest,41.5%RH
2025-03-10T21:15:00+02:00 Bucharest,41.5%RH
2025-03-10T21:30:00+02:00 Bucharest,41.5%RH
2025-03-10T21:42:51+02:00 Bucharest,42%RH
2025-03-10T21:45:00+02:00 Bucharest,42%RH
2025-03-10T21:52:51+02:00 Bucharest,42.5%RH
2025-03-10T22:00:00+02:00 Bucharest,42.5%RH
2025-03-10T22:12:51+02:00 Bucharest,43%RH
2025-03-10T22:15:00+02:00 Bucharest,43%RH
2025-03-10T22:22:51+02:00 Bucharest,43.5%RH
2025-03-10T22:30:00+02:00 Bucharest,43.5%RH
2025-03-10T22:45:00+02:00 Bucharest,43.5%RH
2025-03-10T23:00:00+02:00 Bucharest,43.5%RH
2025-03-10T23:02:51+02:00 Bucharest,43%RH
2025-03-10T23:15:00+02:00 Bucharest,43%RH
2025-03-10T23:30:00+02:00 Bucharest,43%RH
2025-03-10T23:45:00+02:00 Bucharest,43%RH
2025-03-11T00:00:00+02:00 Bucharest,43%RH
2025-03-11T00:12:51+02:00 Bucharest,43.5%RH
2025-03-11T00:15:00+02:00 Bucharest,43.5%RH
2025-03-11T00:30:00+02:00 Bucharest,43.5%RH
2025-03-11T00:42:51+02:00 Bucharest,44%RH
2025-03-11T00:45:00+02:00 Bucharest,44%RH
2025-03-11T01:00:00+02:00 Bucharest,44%RH
2025-03-11T01:02:51+02:00 Bucharest,44.5%RH
2025-03-11T01:15:00+02:00 Bucharest,44.5%RH
2025-03-11T01:30:00+02:00 Bucharest,44.5%RH
2025-03-11T01:42:51+02:00 Bucharest,44%RH
2025-03-11T01:45:00+02:00 Bucharest,44%RH
2025-03-11T02:00:00+02:00 Bucharest,44%RH
2025-03-11T02:15:00+02:00 Bucharest,44%RH
2025-03-11T02:30:00+02:00 Bucharest,44%RH
2025-03-11T02:32:50+02:00 Bucharest,44.5%RH
2025-03-11T02:42:51+02:00 Bucharest,45%RH
2025-03-11T02:45:00+02:00 Bucharest,45%RH
2025-03-11T03:00:00+02:00 Bucharest,45%RH
2025-03-11T03:12:50+02:00 Bucharest,45.5%RH
2025-03-11T03:15:00+02:00 Bucharest,45.5%RH
2025-03-11T03:22:51+02:00 Bucharest,46%RH
2025-03-11T03:30:00+02:00 Bucharest,46%RH
2025-03-11T03:45:00+02:00 Bucharest,46%RH
2025-03-11T04:00:00+02:00 Bucharest,46%RH
2025-03-11T04:15:00+02:00 Bucharest,46%RH
2025-03-11T04:30:00+02:00 Bucharest,46%RH
2025-03-11T04:45:00+02:00 Bucharest,46%RH
2025-03-11T05:00:00+02:00 Bucharest,46%RH
2025-03-11T05:15:00+02:00 Bucharest,46%RH
2025-03-11T05:30:00+02:00 Bucharest,46%RH
2025-03-11T05:45:00+02:00 Bucharest,46%RH
2025-03-11T05:52:51+02:00 Bucharest,46.5%RH
2025-03-11T06:00:00+02:00 Bucharest,46.5%RH
2025-03-11T06:02:50+02:00 Bucharest,46%RH
2025-03-11T06:15:00+02:00 Bucharest,46%RH
2025-03-11T06:22:51+02:00 Bucharest,45.5%RH
2025-03-11T06:30:00+02:00 Bucharest,45.5%RH
2025-03-11T06:42:51+02:00 Bucharest,45%RH
2025-03-11T06:45:00+02:00 Bucharest,45%RH
2025-03-11T07:00:00+02:00 Bucharest,45%RH
2025-03-11T07:02:51+02:00 Bucharest,44.5%RH
2025-03-11T07:12:51+02:00 Bucharest,44%RH
2025-03-11T07:15:00+02:00 Bucharest,44%RH
2025-03-11T07:22:51+02:00 Bucharest,43.5%RH
2025-03-11T07:30:00+02:00 Bucharest,43.5%RH
2025-03-11T07:45:00+02:00 Bucharest,43.5%RH
2025-03-11T07:52:51+02:00 Bucharest,43%RH
2025-03-11T08:00:00+02:00 Bucharest,43%RH
2025-03-11T08:15:00+02:00 Bucharest,43%RH
2025-03-11T08:22:51+02:00 Bucharest,42.5%RH
2025-03-11T08:30:00+02:00 Bucharest,42.5%RH
2025-03-11T08:45:00+02:00 Bucharest,42.5%RH
2025-03-11T09:00:00+02:00 Bucharest,42.5%RH
2025-03-11T09:15:00+02:00 Bucharest,42.5%RH
2025-03-11T09:30:00+02:00 Bucharest,42.5%RH
2025-03-11T09:45:00+02:00 Bucharest,42.5%RH
2025-03-11T10:00:00+02:00 Bucharest,42.5%RH
2025-03-11T10:15:00+02:00 Bucharest,42.5%RH
2025-03-11T10:30:00+02:00 Bucharest,42.5%RH
2025-03-11T10:42:51+02:00 Bucharest,42%RH
2025-03-11T10:45:00+02:00 Bucharest,42%RH
2025-03-11T10:52:51+02:00 Bucharest,41.5%RH
2025-03-11T11:00:00+02:00 Bucharest,41.5%RH
2025-03-11T11:12:51+02:00 Bucharest,41%RH
2025-03-11T11:15:00+02:00 Bucharest,41%RH
2025-03-11T11:30:00+02:00 Bucharest,41%RH
2025-03-11T11:32:51+02:00 Bucharest,41.5%RH
2025-03-11T11:45:00+02:00 Bucharest,41.5%RH
2025-03-11T12:00:00+02:00 Bucharest,41.5%RH
2025-03-11T12:15:00+02:00 Bucharest,41.5%RH
2025-03-11T12:30:00+02:00 Bucharest,41.5%RH
2025-03-11T12:32:51+02:00 Bucharest,42%RH
2025-03-11T12:42:51+02:00 Bucharest,42.5%RH
2025-03-11T12:45:00+02:00 Bucharest,42.5%RH
2025-03-11T13:00:00+02:00 Bucharest,42.5%RH
2025-03-11T13:12:51+02:00 Bucharest,43%RH
2025-03-11T13:15:00+02:00 Bucharest,43%RH
2025-03-11T13:30:00+02:00 Bucharest,43%RH
2025-03-11T13:32:51+02:00 Bucharest,43.5%RH
2025-03-11T13:45:00+02:00 Bucharest,43.5%RH
2025-03-11T13:52:48+02:00 Bucharest,44%RH
2025-03-11T14:00:00+02:00 Bucharest,44%RH
2025-03-11T14:15:00+02:00 Bucharest,44%RH
2025-03-11T14:22:48+02:00 Bucharest,44.5%RH
2025-03-11T14:30:00+02:00 Bucharest,44.5%RH
2025-03-11T14:45:00+02:00 Bucharest,44.5%RH
2025-03-11T15:00:00+02:00 Bucharest,44.5%RH
2025-03-11T15:15:00+02:00 Bucharest,44.5%RH
2025-03-11T15:30:00+02:00 Bucharest,44.5%RH
2025-03-11T15:45:00+02:00 Bucharest,44.5%RH
2025-03-11T16:00:00+02:00 Bucharest,44.5%RH
2025-03-11T16:15:00+02:00 Bucharest,44.5%RH
2025-03-11T16:30:00+02:00 Bucharest,44.5%RH
2025-03-11T16:45:00+02:00 Bucharest,44.5%RH
2025-03-11T17:00:00+02:00 Bucharest,44.5%RH
2025-03-11T17:15:00+02:00 Bucharest,44.5%RH
2025-03-11T17:30:00+02:00 Bucharest,44.5%RH
2025-03-11T17:45:00+02:00 Bucharest,44.5%RH
2025-03-11T18:00:00+02:00 Bucharest,44.5%RH
2025-03-11T18:12:48+02:00 Bucharest,45%RH
2025-03-11T18:15:00+02:00 Bucharest,45%RH
2025-03-11T18:30:00+02:00 Bucharest,45%RH
2025-03-11T18:45:00+02:00 Bucharest,45%RH
2025-03-11T19:00:00+02:00 Bucharest,45%RH
2025-03-11T19:15:00+02:00 Bucharest,45%RH
2025-03-11T19:30:00+02:00 Bucharest,45%RH
2025-03-11T19:32:48+02:00 Bucharest,45.5%RH
2025-03-11T19:45:00+02:00 Bucharest,45.5%RH
2025-03-11T19:52:48+02:00 Bucharest,46%RH
2025-03-11T20:00:00+02:00 Bucharest,46%RH
2025-03-11T20:15:00+02:00 Bucharest,46%RH
2025-03-11T20:30:00+02:00 Bucharest,46%RH
2025-03-11T20:32:48+02:00 Bucharest,45.5%RH
2025-03-11T20:42:48+02:00 Bucharest,46%RH
2025-03-11T20:45:00+02:00 Bucharest,46%RH
2025-03-11T21:00:00+02:00 Bucharest,46%RH
2025-03-11T21:15:00+02:00 Bucharest,46%RH
2025-03-11T21:30:00+02:00 Bucharest,46%RH
2025-03-11T21:45:00+02:00 Bucharest,46%RH
2025-03-11T22:00:00+02:00 Bucharest,46%RH
2025-03-11T22:12:48+02:00 Bucharest,46.5%RH
2025-03-11T22:15:00+02:00 Bucharest,46.5%RH
2025-03-11T22:22:48+02:00 Bucharest,47.5%RH
2025-03-11T22:30:00+02:00 Bucharest,47.5%RH
2025-03-11T22:45:00+02:00 Bucharest,47.5%RH
2025-03-11T23:00:00+02:00 Bucharest,47.5%RH
2025-03-11T23:02:48+02:00 Bucharest,47%RH
2025-03-11T23:12:48+02:00 Bucharest,47.5%RH
2025-03-11T23:15:00+02:00 Bucharest,47.5%RH
2025-03-11T23:30:00+02:00 Bucharest,47.5%RH
2025-03-11T23:32:48+02:00 Bucharest,47%RH
2025-03-11T23:45:00+02:00 Bucharest,47%RH
2025-03-12T00:00:00+02:00 Bucharest,47%RH
2025-03-12T00:02:48+02:00 Bucharest,46.5%RH
2025-03-12T00:15:00+02:00 Bucharest,46.5%RH
2025-03-12T00:30:00+02:00 Bucharest,46.5%RH
2025-03-12T00:32:48+02:00 Bucharest,46%RH
2025-03-12T00:45:00+02:00 Bucharest,46%RH
2025-03-12T01:00:00+02:00 Bucharest,46%RH
2025-03-12T01:15:00+02:00 Bucharest,46%RH
2025-03-12T01:30:00+02:00 Bucharest,46%RH
2025-03-12T01:32:48+02:00 Bucharest,46.5%RH
2025-03-12T01:45:00+02:00 Bucharest,46.5%RH
2025-03-12T02:00:00+02:00 Bucharest,46.5%RH
2025-03-12T02:15:00+02:00 Bucharest,46.5%RH
2025-03-12T02:30:00+02:00 Bucharest,46.5%RH
2025-03-12T02:42:48+02:00 Bucharest,47%RH
2025-03-12T02:45:00+02:00 Bucharest,47%RH
2025-03-12T03:00:00+02:00 Bucharest,47%RH
2025-03-12T03:15:00+02:00 Bucharest,47%RH
2025-03-12T03:22:48+02:00 Bucharest,47.5%RH
2025-03-12T03:30:00+02:00 Bucharest,47.5%RH
2025-03-12T03:45:00+02:00 Bucharest,47.5%RH
2025-03-12T04:00:00+02:00 Bucharest,47.5%RH
2025-03-12T04:12:49+02:00 Bucharest,48%RH
2025-03-12T04:15:00+02:00 Bucharest,48%RH
2025-03-12T04:30:00+02:00 Bucharest,48%RH
2025-03-12T04:45:00+02:00 Bucharest,48%RH
2025-03-12T05:00:00+02:00 Bucharest,48%RH
2025-03-12T05:12:48+02:00 Bucharest,48.5%RH
2025-03-12T05:15:00+02:00 Bucharest,48.5%RH
2025-03-12T05:30:00+02:00 Bucharest,48.5%RH
2025-03-12T05:45:00+02:00 Bucharest,48.5%RH
2025-03-12T06:00:00+02:00 Bucharest,48.5%RH
2025-03-12T06:02:48+02:00 Bucharest,48%RH
2025-03-12T06:15:00+02:00 Bucharest,48%RH
2025-03-12T06:30:00+02:00 Bucharest,48%RH
2025-03-12T06:32:48+02:00 Bucharest,47.5%RH
2025-03-12T06:42:48+02:00 Bucharest,48%RH
2025-03-12T06:45:00+02:00 Bucharest,48%RH
2025-03-12T07:00:00+02:00 Bucharest,48%RH
2025-03-12T07:15:00+02:00 Bucharest,48%RH
2025-03-12T07:30:00+02:00 Bucharest,48%RH
2025-03-12T07:45:00+02:00 Bucharest,48%RH
2025-03-12T08:00:00+02:00 Bucharest,48%RH
2025-03-12T08:15:00+02:00 Bucharest,48%RH
2025-03-12T08:30:00+02:00 Bucharest,48%RH
2025-03-12T08:32:48+02:00 Bucharest,48.5%RH
2025-03-12T08:45:00+02:00 Bucharest,48.5%RH
2025-03-12T09:00:00+02:00 Bucharest,48.5%RH
2025-03-12T09:02:48+02:00 Bucharest,49%RH
2025-03-12T09:15:00+02:00 Bucharest,49%RH
2025-03-12T09:30:00+02:00 Bucharest,49%RH
2025-03-12T09:45:00+02:00 Bucharest,49%RH
2025-03-12T10:00:00+02:00 Bucharest,49%RH
2025-03-12T10:02:48+02:00 Bucharest,48.5%RH
2025-03-12T10:15:00+02:00 Bucharest,48.5%RH
2025-03-12T10:30:00+02:00 Bucharest,48.5%RH
2025-03-12T10:45:00+02:00 Bucharest,48.5%RH
2025-03-12T11:00:00+02:00 Bucharest,48.5%RH
2025-03-12T11:02:49+02:00 Bucharest,48%RH
2025-03-12T11:15:00+02:00 Bucharest,48%RH
2025-03-12T11:30:00+02:00 Bucharest,48%RH
2025-03-12T11:42:48+02:00 Bucharest,47.5%RH
2025-03-12T11:45:00+02:00 Bucharest,47.5%RH
2025-03-12T12:00:00+02:00 Bucharest,47.5%RH
2025-03-12T12:15:00+02:00 Bucharest,47.5%RH
2025-03-12T12:30:00+02:00 Bucharest,47.5%RH
2025-03-12T12:45:00+02:00 Bucharest,47.5%RH
2025-03-12T12:52:48+02:00 Bucharest,47%RH
2025-03-12T13:00:00+02:00 Bucharest,47%RH
2025-03-12T13:15:00+02:00 Bucharest,47%RH
2025-03-12T13:30:00+02:00 Bucharest,47%RH
2025-03-12T13:42:48+02:00 Bucharest,46.5%RH
2025-03-12T13:45:00+02:00 Bucharest,46.5%RH
2025-03-12T14:00:00+02:00 Bucharest,46.5%RH
2025-03-12T14:15:00+02:00 Bucharest,46.5%RH
2025-03-12T14:30:00+02:00 Bucharest,46.5%RH
2025-03-12T14:45:00+02:00 Bucharest,46.5%RH
2025-03-12T15:00:00+02:00 Bucharest,46.5%RH
2025-03-12T15:15:00+02:00 Bucharest,46.5%RH
2025-03-12T15:30:00+02:00 Bucharest,46.5%RH
2025-03-12T15:45:00+02:00 Bucharest,46.5%RH
2025-03-12T16:00:00+02:00 Bucharest,46.5%RH
2025-03-12T16:15:00+02:00 Bucharest,46.5%RH
2025-03-12T16:30:00+02:00 Bucharest,46.5%RH
2025-03-12T16:45:00+02:00 Bucharest,46.5%RH
2025-03-12T17:00:00+02:00 Bucharest,46.5%RH
2025-03-12T17:15:00+02:00 Bucharest,46.5%RH
