ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 mod:2024-04-12T14:42:49.84Z hisSize:49320 tz:"Bucharest" roomRef:@p:linkEdge:r:2d996b95-ed5a18fd "Site B Room 3" lorawanPoint maxVal:100 his minVal:0 humidity id:@p:linkEdge:r:2d9ab1c2-18241fa4 "Site B Room 3 AQ Humidity" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T03:00:00+02:00 Bucharest innLinkEdge kind:"Number" unit:"%RH" sensor cur amSensorRef:@p:linkEdge:r:2d9ab1c2-a2fb47fa "Site B Room 3 AQ" curStatus:"ok" amSensorAM107ModelId:"_amSensorAM107_point:humidity" point curVal:44.5%RH disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9ab1c2-71da2caa "3 AQ" navName:"Humidity" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9ab1c2-a2fb47fa "Site B Room 3 AQ" hisStatus:"ok" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"humidity" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba"
2025-03-18T15:15:00+02:00 Bucharest,42.5%RH
2025-03-18T15:30:00+02:00 Bucharest,42.5%RH
2025-03-18T15:45:00+02:00 Bucharest,42.5%RH
2025-03-18T15:52:49+02:00 Bucharest,42%RH
2025-03-18T16:00:00+02:00 Bucharest,42%RH
2025-03-18T16:15:00+02:00 Bucharest,42%RH
2025-03-18T16:30:00+02:00 Bucharest,42%RH
2025-03-18T16:45:00+02:00 Bucharest,42%RH
2025-03-18T17:00:00+02:00 Bucharest,42%RH
2025-03-18T17:15:00+02:00 Bucharest,42%RH
2025-03-18T17:30:00+02:00 Bucharest,42%RH
2025-03-18T17:32:50+02:00 Bucharest,42.5%RH
2025-03-18T17:42:49+02:00 Bucharest,43%RH
2025-03-18T17:45:00+02:00 Bucharest,43%RH
2025-03-18T18:00:00+02:00 Bucharest,43%RH
2025-03-18T18:15:00+02:00 Bucharest,43%RH
2025-03-18T18:30:00+02:00 Bucharest,43%RH
2025-03-18T18:45:00+02:00 Bucharest,43%RH
2025-03-18T19:00:00+02:00 Bucharest,43%RH
2025-03-18T19:15:00+02:00 Bucharest,43%RH
2025-03-18T19:30:00+02:00 Bucharest,43%RH
2025-03-18T19:45:00+02:00 Bucharest,43%RH
2025-03-18T20:00:00+02:00 Bucharest,43%RH
2025-03-18T20:15:00+02:00 Bucharest,43%RH
2025-03-18T20:30:00+02:00 Bucharest,43%RH
2025-03-18T20:45:00+02:00 Bucharest,43%RH
2025-03-18T21:00:00+02:00 Bucharest,43%RH
2025-03-18T21:15:00+02:00 Bucharest,43%RH
2025-03-18T21:30:00+02:00 Bucharest,43%RH
2025-03-18T21:42:49+02:00 Bucharest,43.5%RH
2025-03-18T21:45:00+02:00 Bucharest,43.5%RH
2025-03-18T22:00:00+02:00 Bucharest,43.5%RH
2025-03-18T22:15:00+02:00 Bucharest,43.5%RH
2025-03-18T22:30:00+02:00 Bucharest,43.5%RH
2025-03-18T22:45:00+02:00 Bucharest,43.5%RH
2025-03-18T23:00:00+02:00 Bucharest,43.5%RH
2025-03-18T23:12:50+02:00 Bucharest,44%RH
2025-03-18T23:15:00+02:00 Bucharest,44%RH
2025-03-18T23:30:00+02:00 Bucharest,44%RH
2025-03-18T23:32:49+02:00 Bucharest,44.5%RH
2025-03-18T23:45:00+02:00 Bucharest,44.5%RH
2025-03-19T00:00:00+02:00 Bucharest,44.5%RH
2025-03-19T00:15:00+02:00 Bucharest,44.5%RH
2025-03-19T00:30:00+02:00 Bucharest,44.5%RH
2025-03-19T00:32:49+02:00 Bucharest,44%RH
2025-03-19T00:45:00+02:00 Bucharest,44%RH
2025-03-19T01:00:00+02:00 Bucharest,44%RH
2025-03-19T01:15:00+02:00 Bucharest,44%RH
2025-03-19T01:30:00+02:00 Bucharest,44%RH
2025-03-19T01:45:00+02:00 Bucharest,44%RH
2025-03-19T02:00:00+02:00 Bucharest,44%RH
2025-03-19T02:15:00+02:00 Bucharest,44%RH
2025-03-19T02:30:00+02:00 Bucharest,44%RH
2025-03-19T02:45:00+02:00 Bucharest,44%RH
2025-03-19T03:00:00+02:00 Bucharest,44%RH
2025-03-19T03:15:00+02:00 Bucharest,44%RH
2025-03-19T03:30:00+02:00 Bucharest,44%RH
2025-03-19T03:42:50+02:00 Bucharest,45%RH
2025-03-19T03:45:00+02:00 Bucharest,45%RH
2025-03-19T03:52:50+02:00 Bucharest,46%RH
2025-03-19T04:00:00+02:00 Bucharest,46%RH
2025-03-19T04:15:00+02:00 Bucharest,46%RH
2025-03-19T04:30:00+02:00 Bucharest,46%RH
2025-03-19T04:45:00+02:00 Bucharest,46%RH
2025-03-19T05:00:00+02:00 Bucharest,46%RH
2025-03-19T05:02:50+02:00 Bucharest,45.5%RH
2025-03-19T05:12:49+02:00 Bucharest,45%RH
2025-03-19T05:15:00+02:00 Bucharest,45%RH
2025-03-19T05:30:00+02:00 Bucharest,45%RH
2025-03-19T05:45:00+02:00 Bucharest,45%RH
2025-03-19T06:00:00+02:00 Bucharest,45%RH
2025-03-19T06:02:50+02:00 Bucharest,44.5%RH
2025-03-19T06:15:00+02:00 Bucharest,44.5%RH
2025-03-19T06:30:00+02:00 Bucharest,44.5%RH
2025-03-19T06:45:00+02:00 Bucharest,44.5%RH
2025-03-19T07:00:00+02:00 Bucharest,44.5%RH
2025-03-19T07:15:00+02:00 Bucharest,44.5%RH
2025-03-19T07:30:00+02:00 Bucharest,44.5%RH
2025-03-19T07:42:50+02:00 Bucharest,45%RH
2025-03-19T07:45:00+02:00 Bucharest,45%RH
2025-03-19T07:52:50+02:00 Bucharest,45.5%RH
2025-03-19T08:00:00+02:00 Bucharest,45.5%RH
2025-03-19T08:12:50+02:00 Bucharest,46%RH
2025-03-19T08:15:00+02:00 Bucharest,46%RH
2025-03-19T08:30:00+02:00 Bucharest,46%RH
2025-03-19T08:32:49+02:00 Bucharest,45.5%RH
2025-03-19T08:45:00+02:00 Bucharest,45.5%RH
2025-03-19T09:30:00+02:00 Bucharest,45%RH
2025-03-19T09:45:00+02:00 Bucharest,45%RH
2025-03-19T10:00:00+02:00 Bucharest,45%RH
2025-03-19T10:02:50+02:00 Bucharest,44.5%RH
2025-03-19T10:30:00+02:00 Bucharest,44.5%RH
2025-03-19T10:45:00+02:00 Bucharest,44.5%RH
2025-03-19T11:00:00+02:00 Bucharest,44.5%RH
2025-03-19T11:15:00+02:00 Bucharest,44.5%RH
2025-03-19T11:30:00+02:00 Bucharest,44.5%RH
2025-03-19T11:45:00+02:00 Bucharest,44.5%RH
2025-03-19T12:00:00+02:00 Bucharest,44.5%RH
2025-03-19T12:15:00+02:00 Bucharest,44.5%RH
2025-03-19T12:30:00+02:00 Bucharest,44.5%RH
2025-03-19T12:45:00+02:00 Bucharest,44.5%RH
2025-03-19T13:00:00+02:00 Bucharest,44.5%RH
2025-03-19T13:15:00+02:00 Bucharest,44.5%RH
2025-03-19T13:30:00+02:00 Bucharest,44.5%RH
2025-03-19T13:45:00+02:00 Bucharest,44.5%RH
2025-03-19T13:52:50+02:00 Bucharest,45%RH
2025-03-19T14:00:00+02:00 Bucharest,45%RH
2025-03-19T14:02:50+02:00 Bucharest,45.5%RH
2025-03-19T14:12:50+02:00 Bucharest,46%RH
2025-03-19T14:15:00+02:00 Bucharest,46%RH
2025-03-19T14:30:00+02:00 Bucharest,46%RH
2025-03-19T14:45:00+02:00 Bucharest,46%RH
2025-03-19T15:00:00+02:00 Bucharest,46%RH
2025-03-19T15:15:00+02:00 Bucharest,46%RH
2025-03-19T15:30:00+02:00 Bucharest,46%RH
2025-03-19T15:45:00+02:00 Bucharest,46%RH
2025-03-19T16:00:00+02:00 Bucharest,46%RH
2025-03-19T16:12:50+02:00 Bucharest,44.5%RH
2025-03-19T16:15:00+02:00 Bucharest,44.5%RH
2025-03-19T16:22:50+02:00 Bucharest,41.5%RH
2025-03-19T16:30:00+02:00 Bucharest,41.5%RH
2025-03-19T16:32:50+02:00 Bucharest,40.5%RH
2025-03-19T16:42:50+02:00 Bucharest,38.5%RH
2025-03-19T16:45:00+02:00 Bucharest,38.5%RH
2025-03-19T16:52:50+02:00 Bucharest,36.5%RH
2025-03-19T17:00:00+02:00 Bucharest,36.5%RH
2025-03-19T17:02:50+02:00 Bucharest,34%RH
2025-03-19T17:12:50+02:00 Bucharest,33.5%RH
2025-03-19T17:15:00+02:00 Bucharest,33.5%RH
2025-03-19T17:22:50+02:00 Bucharest,33%RH
2025-03-19T17:30:00+02:00 Bucharest,33%RH
2025-03-19T17:32:50+02:00 Bucharest,32%RH
2025-03-19T17:42:49+02:00 Bucharest,31.5%RH
2025-03-19T17:45:00+02:00 Bucharest,31.5%RH
2025-03-19T17:52:50+02:00 Bucharest,34%RH
2025-03-19T18:00:00+02:00 Bucharest,34%RH
2025-03-19T18:02:50+02:00 Bucharest,35.5%RH
2025-03-19T18:12:50+02:00 Bucharest,36.5%RH
2025-03-19T18:15:00+02:00 Bucharest,36.5%RH
2025-03-19T18:22:50+02:00 Bucharest,37.5%RH
2025-03-19T18:30:00+02:00 Bucharest,37.5%RH
2025-03-19T18:32:50+02:00 Bucharest,38.5%RH
2025-03-19T18:42:50+02:00 Bucharest,39%RH
2025-03-19T18:45:00+02:00 Bucharest,39%RH
2025-03-19T18:52:49+02:00 Bucharest,40%RH
2025-03-19T19:00:00+02:00 Bucharest,40%RH
2025-03-19T19:02:50+02:00 Bucharest,40.5%RH
2025-03-19T19:12:50+02:00 Bucharest,41.5%RH
2025-03-19T19:15:00+02:00 Bucharest,41.5%RH
2025-03-19T19:30:00+02:00 Bucharest,41.5%RH
2025-03-19T19:32:50+02:00 Bucharest,42%RH
2025-03-19T19:45:00+02:00 Bucharest,42%RH
2025-03-19T19:52:50+02:00 Bucharest,42.5%RH
2025-03-19T20:00:00+02:00 Bucharest,42.5%RH
2025-03-19T20:15:00+02:00 Bucharest,42.5%RH
2025-03-19T20:30:00+02:00 Bucharest,42.5%RH
2025-03-19T20:45:00+02:00 Bucharest,42.5%RH
2025-03-19T21:00:00+02:00 Bucharest,42.5%RH
2025-03-19T21:02:50+02:00 Bucharest,42%RH
2025-03-19T21:15:00+02:00 Bucharest,42%RH
2025-03-19T21:30:00+02:00 Bucharest,42%RH
2025-03-19T21:45:00+02:00 Bucharest,42%RH
2025-03-19T22:00:00+02:00 Bucharest,42%RH
2025-03-19T22:02:50+02:00 Bucharest,42.5%RH
2025-03-19T22:12:50+02:00 Bucharest,43%RH
2025-03-19T22:15:00+02:00 Bucharest,43%RH
2025-03-19T22:22:50+02:00 Bucharest,43.5%RH
2025-03-19T22:30:00+02:00 Bucharest,43.5%RH
2025-03-19T22:45:00+02:00 Bucharest,43.5%RH
2025-03-19T22:52:50+02:00 Bucharest,43%RH
2025-03-19T23:00:00+02:00 Bucharest,43%RH
2025-03-19T23:15:00+02:00 Bucharest,43%RH
2025-03-19T23:30:00+02:00 Bucharest,43%RH
2025-03-19T23:32:50+02:00 Bucharest,42.5%RH
2025-03-19T23:42:50+02:00 Bucharest,42%RH
2025-03-19T23:45:00+02:00 Bucharest,42%RH
2025-03-19T23:52:50+02:00 Bucharest,42.5%RH
2025-03-20T00:00:00+02:00 Bucharest,42.5%RH
2025-03-20T00:02:50+02:00 Bucharest,43%RH
2025-03-20T00:12:50+02:00 Bucharest,43.5%RH
2025-03-20T00:15:00+02:00 Bucharest,43.5%RH
2025-03-20T00:30:00+02:00 Bucharest,43.5%RH
2025-03-20T00:45:00+02:00 Bucharest,43.5%RH
2025-03-20T01:00:00+02:00 Bucharest,43.5%RH
2025-03-20T01:02:50+02:00 Bucharest,44%RH
2025-03-20T01:15:00+02:00 Bucharest,44%RH
2025-03-20T01:30:00+02:00 Bucharest,44%RH
2025-03-20T01:45:00+02:00 Bucharest,44%RH
2025-03-20T02:00:00+02:00 Bucharest,44%RH
2025-03-20T02:12:50+02:00 Bucharest,43.5%RH
2025-03-20T02:15:00+02:00 Bucharest,43.5%RH
2025-03-20T02:30:00+02:00 Bucharest,43.5%RH
2025-03-20T02:42:50+02:00 Bucharest,43%RH
2025-03-20T02:45:00+02:00 Bucharest,43%RH
2025-03-20T02:52:50+02:00 Bucharest,42.5%RH
2025-03-20T03:00:00+02:00 Bucharest,42.5%RH
2025-03-20T03:02:50+02:00 Bucharest,43%RH
2025-03-20T03:15:00+02:00 Bucharest,43%RH
2025-03-20T03:22:51+02:00 Bucharest,42.5%RH
2025-03-20T03:30:00+02:00 Bucharest,42.5%RH
2025-03-20T03:45:00+02:00 Bucharest,42.5%RH
2025-03-20T04:00:00+02:00 Bucharest,42.5%RH
2025-03-20T04:12:50+02:00 Bucharest,43%RH
2025-03-20T04:15:00+02:00 Bucharest,43%RH
2025-03-20T04:22:50+02:00 Bucharest,43.5%RH
2025-03-20T04:30:00+02:00 Bucharest,43.5%RH
2025-03-20T04:42:50+02:00 Bucharest,44%RH
2025-03-20T04:45:00+02:00 Bucharest,44%RH
2025-03-20T05:00:00+02:00 Bucharest,44%RH
2025-03-20T05:15:00+02:00 Bucharest,44%RH
2025-03-20T05:30:00+02:00 Bucharest,44%RH
2025-03-20T05:32:50+02:00 Bucharest,43.5%RH
2025-03-20T05:42:51+02:00 Bucharest,43%RH
2025-03-20T05:45:00+02:00 Bucharest,43%RH
2025-03-20T05:52:50+02:00 Bucharest,42.5%RH
2025-03-20T06:00:00+02:00 Bucharest,42.5%RH
2025-03-20T06:15:00+02:00 Bucharest,42.5%RH
2025-03-20T06:30:00+02:00 Bucharest,42.5%RH
2025-03-20T06:42:50+02:00 Bucharest,42%RH
2025-03-20T06:45:00+02:00 Bucharest,42%RH
2025-03-20T07:00:00+02:00 Bucharest,42%RH
2025-03-20T07:12:50+02:00 Bucharest,42.5%RH
2025-03-20T07:15:00+02:00 Bucharest,42.5%RH
2025-03-20T07:30:00+02:00 Bucharest,42.5%RH
2025-03-20T07:45:00+02:00 Bucharest,42.5%RH
2025-03-20T08:00:00+02:00 Bucharest,42.5%RH
2025-03-20T08:12:50+02:00 Bucharest,43%RH
2025-03-20T08:15:00+02:00 Bucharest,43%RH
2025-03-20T08:30:00+02:00 Bucharest,43%RH
2025-03-20T08:42:50+02:00 Bucharest,43.5%RH
2025-03-20T08:45:00+02:00 Bucharest,43.5%RH
2025-03-20T09:00:00+02:00 Bucharest,43.5%RH
2025-03-20T09:12:50+02:00 Bucharest,43%RH
2025-03-20T09:15:00+02:00 Bucharest,43%RH
2025-03-20T09:22:50+02:00 Bucharest,42.5%RH
2025-03-20T09:30:00+02:00 Bucharest,42.5%RH
2025-03-20T09:32:50+02:00 Bucharest,42%RH
2025-03-20T09:45:00+02:00 Bucharest,42%RH
2025-03-20T10:00:00+02:00 Bucharest,42%RH
2025-03-20T10:15:00+02:00 Bucharest,42%RH
2025-03-20T10:30:00+02:00 Bucharest,42%RH
2025-03-20T10:45:00+02:00 Bucharest,42%RH
2025-03-20T11:00:00+02:00 Bucharest,42%RH
2025-03-20T11:12:50+02:00 Bucharest,41.5%RH
2025-03-20T11:15:00+02:00 Bucharest,41.5%RH
2025-03-20T11:30:00+02:00 Bucharest,41.5%RH
2025-03-20T11:45:00+02:00 Bucharest,41.5%RH
2025-03-20T12:00:00+02:00 Bucharest,41.5%RH
2025-03-20T12:15:00+02:00 Bucharest,41.5%RH
2025-03-20T12:30:00+02:00 Bucharest,41.5%RH
2025-03-20T12:45:00+02:00 Bucharest,41.5%RH
2025-03-20T13:00:00+02:00 Bucharest,41.5%RH
2025-03-20T13:15:00+02:00 Bucharest,41.5%RH
2025-03-20T13:30:00+02:00 Bucharest,41.5%RH
2025-03-20T13:45:00+02:00 Bucharest,41.5%RH
2025-03-20T14:00:00+02:00 Bucharest,41.5%RH
2025-03-20T14:15:00+02:00 Bucharest,41.5%RH
2025-03-20T14:30:00+02:00 Bucharest,41.5%RH
2025-03-20T14:45:00+02:00 Bucharest,41.5%RH
2025-03-20T15:00:00+02:00 Bucharest,41.5%RH
2025-03-20T15:15:00+02:00 Bucharest,41.5%RH
2025-03-20T15:30:00+02:00 Bucharest,41.5%RH
2025-03-20T15:45:00+02:00 Bucharest,41.5%RH
2025-03-20T15:52:51+02:00 Bucharest,42%RH
2025-03-20T16:00:00+02:00 Bucharest,42%RH
2025-03-20T16:15:00+02:00 Bucharest,42%RH
2025-03-20T16:30:00+02:00 Bucharest,42%RH
2025-03-20T16:45:00+02:00 Bucharest,42%RH
2025-03-20T17:00:00+02:00 Bucharest,42%RH
2025-03-20T17:15:00+02:00 Bucharest,42%RH
2025-03-20T17:30:00+02:00 Bucharest,42%RH
2025-03-20T17:32:51+02:00 Bucharest,42.5%RH
2025-03-20T17:45:00+02:00 Bucharest,42.5%RH
2025-03-20T18:00:00+02:00 Bucharest,42.5%RH
2025-03-20T18:15:00+02:00 Bucharest,42.5%RH
2025-03-20T18:30:00+02:00 Bucharest,42.5%RH
2025-03-20T18:32:50+02:00 Bucharest,42%RH
2025-03-20T18:45:00+02:00 Bucharest,42%RH
2025-03-20T18:52:51+02:00 Bucharest,42.5%RH
2025-03-20T19:00:00+02:00 Bucharest,42.5%RH
2025-03-20T19:15:00+02:00 Bucharest,42.5%RH
2025-03-20T19:30:00+02:00 Bucharest,42.5%RH
2025-03-20T19:45:00+02:00 Bucharest,42.5%RH
2025-03-20T20:00:00+02:00 Bucharest,42.5%RH
2025-03-20T20:15:00+02:00 Bucharest,42.5%RH
2025-03-20T20:22:51+02:00 Bucharest,43%RH
2025-03-20T20:30:00+02:00 Bucharest,43%RH
2025-03-20T20:45:00+02:00 Bucharest,43%RH
2025-03-20T21:00:00+02:00 Bucharest,43%RH
2025-03-20T21:12:50+02:00 Bucharest,43.5%RH
2025-03-20T21:15:00+02:00 Bucharest,43.5%RH
2025-03-20T21:30:00+02:00 Bucharest,43.5%RH
2025-03-20T21:32:51+02:00 Bucharest,45%RH
2025-03-20T21:42:51+02:00 Bucharest,46%RH
2025-03-20T21:45:00+02:00 Bucharest,46%RH
2025-03-20T21:52:50+02:00 Bucharest,46.5%RH
2025-03-20T22:00:00+02:00 Bucharest,46.5%RH
2025-03-20T22:15:00+02:00 Bucharest,46.5%RH
2025-03-20T22:22:50+02:00 Bucharest,45.5%RH
2025-03-20T22:30:00+02:00 Bucharest,45.5%RH
2025-03-20T22:42:51+02:00 Bucharest,44.5%RH
2025-03-20T22:45:00+02:00 Bucharest,44.5%RH
2025-03-20T23:00:00+02:00 Bucharest,44.5%RH
2025-03-20T23:02:50+02:00 Bucharest,44%RH
2025-03-20T23:12:51+02:00 Bucharest,43.5%RH
2025-03-20T23:15:00+02:00 Bucharest,43.5%RH
2025-03-20T23:30:00+02:00 Bucharest,43.5%RH
2025-03-20T23:45:00+02:00 Bucharest,43.5%RH
2025-03-20T23:52:51+02:00 Bucharest,43%RH
2025-03-21T00:00:00+02:00 Bucharest,43%RH
2025-03-21T00:02:51+02:00 Bucharest,43.5%RH
2025-03-21T00:15:00+02:00 Bucharest,43.5%RH
2025-03-21T00:30:00+02:00 Bucharest,43.5%RH
2025-03-21T00:32:51+02:00 Bucharest,44%RH
2025-03-21T00:42:50+02:00 Bucharest,43.5%RH
2025-03-21T00:45:00+02:00 Bucharest,43.5%RH
2025-03-21T01:00:00+02:00 Bucharest,43.5%RH
2025-03-21T01:12:50+02:00 Bucharest,44%RH
2025-03-21T01:15:00+02:00 Bucharest,44%RH
2025-03-21T01:22:51+02:00 Bucharest,45%RH
2025-03-21T01:30:00+02:00 Bucharest,45%RH
2025-03-21T01:32:51+02:00 Bucharest,45.5%RH
2025-03-21T01:45:00+02:00 Bucharest,45.5%RH
2025-03-21T01:52:50+02:00 Bucharest,46%RH
2025-03-21T02:00:00+02:00 Bucharest,46%RH
2025-03-21T02:02:51+02:00 Bucharest,46.5%RH
2025-03-21T02:15:00+02:00 Bucharest,46.5%RH
2025-03-21T02:30:00+02:00 Bucharest,46.5%RH
2025-03-21T02:42:51+02:00 Bucharest,46%RH
2025-03-21T02:45:00+02:00 Bucharest,46%RH
2025-03-21T03:00:00+02:00 Bucharest,46%RH
2025-03-21T03:02:50+02:00 Bucharest,46.5%RH
2025-03-21T03:12:51+02:00 Bucharest,46%RH
2025-03-21T03:15:00+02:00 Bucharest,46%RH
2025-03-21T03:30:00+02:00 Bucharest,46%RH
2025-03-21T03:32:50+02:00 Bucharest,45.5%RH
2025-03-21T03:45:00+02:00 Bucharest,45.5%RH
2025-03-21T03:52:51+02:00 Bucharest,45%RH
2025-03-21T04:00:00+02:00 Bucharest,45%RH
2025-03-21T04:02:51+02:00 Bucharest,44.5%RH
2025-03-21T04:12:51+02:00 Bucharest,44%RH
2025-03-21T04:15:00+02:00 Bucharest,44%RH
2025-03-21T04:30:00+02:00 Bucharest,44%RH
2025-03-21T04:32:51+02:00 Bucharest,43.5%RH
2025-03-21T04:45:00+02:00 Bucharest,43.5%RH
2025-03-21T05:00:00+02:00 Bucharest,43.5%RH
2025-03-21T05:15:00+02:00 Bucharest,43.5%RH
2025-03-21T05:22:51+02:00 Bucharest,43%RH
2025-03-21T05:30:00+02:00 Bucharest,43%RH
2025-03-21T05:45:00+02:00 Bucharest,43%RH
2025-03-21T06:00:00+02:00 Bucharest,43%RH
2025-03-21T06:15:00+02:00 Bucharest,43%RH
2025-03-21T06:30:00+02:00 Bucharest,43%RH
2025-03-21T06:42:51+02:00 Bucharest,42.5%RH
2025-03-21T06:45:00+02:00 Bucharest,42.5%RH
2025-03-21T06:52:51+02:00 Bucharest,43%RH
2025-03-21T07:00:00+02:00 Bucharest,43%RH
2025-03-21T07:12:51+02:00 Bucharest,43.5%RH
2025-03-21T07:15:00+02:00 Bucharest,43.5%RH
2025-03-21T07:30:00+02:00 Bucharest,43.5%RH
2025-03-21T07:45:00+02:00 Bucharest,43.5%RH
2025-03-21T07:52:51+02:00 Bucharest,44%RH
2025-03-21T08:00:00+02:00 Bucharest,44%RH
2025-03-21T08:02:51+02:00 Bucharest,44.5%RH
2025-03-21T08:15:00+02:00 Bucharest,44.5%RH
2025-03-21T08:30:00+02:00 Bucharest,44.5%RH
2025-03-21T08:42:51+02:00 Bucharest,45%RH
2025-03-21T08:45:00+02:00 Bucharest,45%RH
2025-03-21T09:00:00+02:00 Bucharest,45%RH
2025-03-21T09:02:51+02:00 Bucharest,44.5%RH
2025-03-21T09:15:00+02:00 Bucharest,44.5%RH
2025-03-21T09:30:00+02:00 Bucharest,44.5%RH
2025-03-21T09:45:00+02:00 Bucharest,44.5%RH
2025-03-21T10:00:00+02:00 Bucharest,44.5%RH
2025-03-21T10:15:00+02:00 Bucharest,44.5%RH
2025-03-21T10:22:51+02:00 Bucharest,44%RH
2025-03-21T10:30:00+02:00 Bucharest,44%RH
2025-03-21T10:42:51+02:00 Bucharest,43.5%RH
2025-03-21T10:45:00+02:00 Bucharest,43.5%RH
2025-03-21T11:00:00+02:00 Bucharest,43.5%RH
2025-03-21T11:15:00+02:00 Bucharest,43.5%RH
2025-03-21T11:22:51+02:00 Bucharest,43%RH
2025-03-21T11:30:00+02:00 Bucharest,43%RH
2025-03-21T11:45:00+02:00 Bucharest,43%RH
2025-03-21T12:00:00+02:00 Bucharest,43%RH
2025-03-21T12:15:00+02:00 Bucharest,43%RH
2025-03-21T12:30:00+02:00 Bucharest,43%RH
2025-03-21T12:45:00+02:00 Bucharest,43%RH
2025-03-21T13:00:00+02:00 Bucharest,43%RH
2025-03-21T13:15:00+02:00 Bucharest,43%RH
2025-03-21T13:30:00+02:00 Bucharest,43%RH
2025-03-21T13:45:00+02:00 Bucharest,43%RH
2025-03-21T14:00:00+02:00 Bucharest,43%RH
2025-03-21T14:15:00+02:00 Bucharest,43%RH
2025-03-21T14:30:00+02:00 Bucharest,43%RH
2025-03-21T14:42:48+02:00 Bucharest,42.5%RH
2025-03-21T14:45:00+02:00 Bucharest,42.5%RH
2025-03-21T15:00:00+02:00 Bucharest,42.5%RH
2025-03-21T15:15:00+02:00 Bucharest,42.5%RH
2025-03-21T15:30:00+02:00 Bucharest,42.5%RH
2025-03-21T15:45:00+02:00 Bucharest,42.5%RH
2025-03-21T16:00:00+02:00 Bucharest,42.5%RH
2025-03-21T16:15:00+02:00 Bucharest,42.5%RH
2025-03-21T16:30:00+02:00 Bucharest,42.5%RH
2025-03-21T16:45:00+02:00 Bucharest,42.5%RH
2025-03-21T17:00:00+02:00 Bucharest,42.5%RH
2025-03-21T17:12:48+02:00 Bucharest,43%RH
2025-03-21T17:15:00+02:00 Bucharest,43%RH
2025-03-21T17:30:00+02:00 Bucharest,43%RH
2025-03-21T17:32:48+02:00 Bucharest,42.5%RH
2025-03-21T17:42:48+02:00 Bucharest,42%RH
2025-03-21T17:45:00+02:00 Bucharest,42%RH
2025-03-21T17:52:47+02:00 Bucharest,41.5%RH
2025-03-21T18:00:00+02:00 Bucharest,41.5%RH
2025-03-21T18:12:48+02:00 Bucharest,41%RH
2025-03-21T18:15:00+02:00 Bucharest,41%RH
2025-03-21T18:30:00+02:00 Bucharest,41%RH
2025-03-21T18:45:00+02:00 Bucharest,41%RH
2025-03-21T19:00:00+02:00 Bucharest,41%RH
2025-03-21T19:02:48+02:00 Bucharest,40.5%RH
2025-03-21T19:15:00+02:00 Bucharest,40.5%RH
2025-03-21T19:30:00+02:00 Bucharest,40.5%RH
2025-03-21T19:45:00+02:00 Bucharest,40.5%RH
2025-03-21T20:00:00+02:00 Bucharest,40.5%RH
2025-03-21T20:02:48+02:00 Bucharest,41%RH
2025-03-21T20:15:00+02:00 Bucharest,41%RH
2025-03-21T20:30:00+02:00 Bucharest,41%RH
2025-03-21T20:32:48+02:00 Bucharest,41.5%RH
2025-03-21T20:45:00+02:00 Bucharest,41.5%RH
2025-03-21T20:52:50+02:00 Bucharest,42%RH
2025-03-21T21:00:00+02:00 Bucharest,42%RH
2025-03-21T21:02:49+02:00 Bucharest,42.5%RH
2025-03-21T21:12:48+02:00 Bucharest,43.5%RH
2025-03-21T21:15:00+02:00 Bucharest,43.5%RH
2025-03-21T21:22:48+02:00 Bucharest,44.5%RH
2025-03-21T21:30:00+02:00 Bucharest,44.5%RH
2025-03-21T21:32:48+02:00 Bucharest,45.5%RH
2025-03-21T21:45:00+02:00 Bucharest,45.5%RH
2025-03-21T21:52:48+02:00 Bucharest,45%RH
2025-03-21T22:00:00+02:00 Bucharest,45%RH
2025-03-21T22:02:48+02:00 Bucharest,44.5%RH
2025-03-21T22:15:00+02:00 Bucharest,44.5%RH
2025-03-21T22:30:00+02:00 Bucharest,44.5%RH
2025-03-21T22:45:00+02:00 Bucharest,44.5%RH
2025-03-21T23:00:00+02:00 Bucharest,44.5%RH
2025-03-21T23:12:48+02:00 Bucharest,44%RH
2025-03-21T23:15:00+02:00 Bucharest,44%RH
2025-03-21T23:30:00+02:00 Bucharest,44%RH
2025-03-21T23:32:49+02:00 Bucharest,43.5%RH
2025-03-21T23:42:48+02:00 Bucharest,44%RH
2025-03-21T23:45:00+02:00 Bucharest,44%RH
2025-03-22T00:00:00+02:00 Bucharest,44%RH
2025-03-22T00:02:48+02:00 Bucharest,43.5%RH
2025-03-22T00:12:48+02:00 Bucharest,44%RH
2025-03-22T00:15:00+02:00 Bucharest,44%RH
2025-03-22T00:30:00+02:00 Bucharest,44%RH
2025-03-22T00:42:50+02:00 Bucharest,44.5%RH
