ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 cur amSensorRef:@p:linkEdge:r:2d9ab104-58bf844a "Site B Room 5 AQ" mod:2024-04-12T14:37:14.402Z hisSize:33462 tz:"Bucharest" precision:1 roomRef:@p:linkEdge:r:2d996b90-ac30c77f "Site B Room 5" lorawanPoint curStatus:"unknown" amSensorAM107ModelId:"_amSensorAM107_point:temperature" point his disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9ab104-e21f5c37 "5 AQ" navName:"Temperature" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9ab104-58bf844a "Site B Room 5 AQ" id:@p:linkEdge:r:2d9ab104-dec225aa "Site B Room 5 AQ Temperature" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2025-09-28T11:00:00+03:00 Bucharest temp hisStatus:"ok" innLinkEdge kind:"Number" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"temperature" unit:"°C" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba" sensor
2025-02-02T10:50:17+02:00 Bucharest,23.899999618530273°C
2025-02-02T11:00:00+02:00 Bucharest,23.899999618530273°C
2025-02-02T11:10:16+02:00 Bucharest,23.700000762939453°C
2025-02-02T11:15:00+02:00 Bucharest,23.700000762939453°C
2025-02-02T11:30:00+02:00 Bucharest,23.700000762939453°C
2025-02-02T11:31:00+02:00 Bucharest,23.5°C
2025-02-02T11:40:16+02:00 Bucharest,23.399999618530273°C
2025-02-02T11:45:00+02:00 Bucharest,23.399999618530273°C
2025-02-02T12:00:00+02:00 Bucharest,23.399999618530273°C
2025-02-02T12:15:00+02:00 Bucharest,23.299999237060547°C
2025-02-02T12:30:00+02:00 Bucharest,23.299999237060547°C
2025-02-02T12:45:00+02:00 Bucharest,23.299999237060547°C
2025-02-02T13:00:00+02:00 Bucharest,23.299999237060547°C
2025-02-02T13:15:00+02:00 Bucharest,23.299999237060547°C
2025-02-02T13:30:00+02:00 Bucharest,23.299999237060547°C
2025-02-02T13:40:17+02:00 Bucharest,22.899999618530273°C
2025-02-02T13:45:00+02:00 Bucharest,22.899999618530273°C
2025-02-02T14:00:00+02:00 Bucharest,22.899999618530273°C
2025-02-02T14:15:00+02:00 Bucharest,22.899999618530273°C
2025-02-02T14:20:17+02:00 Bucharest,23.200000762939453°C
2025-02-02T14:30:00+02:00 Bucharest,23.200000762939453°C
2025-02-02T14:45:00+02:00 Bucharest,23.200000762939453°C
2025-02-02T15:00:00+02:00 Bucharest,23.200000762939453°C
2025-02-02T15:10:16+02:00 Bucharest,24.200000762939453°C
2025-02-02T15:15:00+02:00 Bucharest,24.200000762939453°C
2025-02-02T15:30:00+02:00 Bucharest,24.200000762939453°C
2025-02-02T15:45:00+02:00 Bucharest,24.200000762939453°C
2025-02-02T16:00:00+02:00 Bucharest,24.200000762939453°C
2025-02-02T16:01:00+02:00 Bucharest,24°C
2025-02-02T16:10:17+02:00 Bucharest,23.899999618530273°C
2025-02-02T16:15:00+02:00 Bucharest,23.899999618530273°C
2025-02-02T16:30:00+02:00 Bucharest,23.899999618530273°C
2025-02-02T16:40:17+02:00 Bucharest,23.700000762939453°C
2025-02-02T16:45:00+02:00 Bucharest,23.700000762939453°C
2025-02-02T17:00:00+02:00 Bucharest,23.700000762939453°C
2025-02-02T17:15:00+02:00 Bucharest,23.600000381469727°C
2025-02-02T17:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-02T17:45:00+02:00 Bucharest,23.600000381469727°C
2025-02-02T18:00:00+02:00 Bucharest,23.600000381469727°C
2025-02-02T18:01:00+02:00 Bucharest,23.200000762939453°C
2025-02-02T18:15:00+02:00 Bucharest,23.200000762939453°C
2025-02-02T18:30:00+02:00 Bucharest,23.200000762939453°C
2025-02-02T18:45:00+02:00 Bucharest,23.200000762939453°C
2025-02-02T19:00:00+02:00 Bucharest,23.200000762939453°C
2025-02-02T19:15:00+02:00 Bucharest,23.200000762939453°C
2025-02-02T19:30:00+02:00 Bucharest,23.200000762939453°C
2025-02-02T19:45:00+02:00 Bucharest,23.200000762939453°C
2025-02-02T19:50:16+02:00 Bucharest,22.799999237060547°C
2025-02-02T20:00:00+02:00 Bucharest,22.799999237060547°C
2025-02-02T20:15:00+02:00 Bucharest,22.799999237060547°C
2025-02-02T20:30:00+02:00 Bucharest,22.799999237060547°C
2025-02-02T20:45:00+02:00 Bucharest,22.799999237060547°C
2025-02-02T21:00:00+02:00 Bucharest,22.799999237060547°C
2025-02-02T21:01:00+02:00 Bucharest,23.600000381469727°C
2025-02-02T21:15:00+02:00 Bucharest,23.600000381469727°C
2025-02-02T21:20:16+02:00 Bucharest,24°C
2025-02-02T21:30:00+02:00 Bucharest,24°C
2025-02-02T21:45:00+02:00 Bucharest,24°C
2025-02-02T22:00:00+02:00 Bucharest,24°C
2025-02-02T22:10:17+02:00 Bucharest,23.899999618530273°C
2025-02-02T22:15:00+02:00 Bucharest,23.899999618530273°C
2025-02-02T22:30:00+02:00 Bucharest,23.799999237060547°C
2025-02-02T22:45:00+02:00 Bucharest,23.799999237060547°C
2025-02-02T23:00:00+02:00 Bucharest,23.799999237060547°C
2025-02-02T23:10:16+02:00 Bucharest,23.5°C
2025-02-02T23:15:00+02:00 Bucharest,23.5°C
2025-02-02T23:20:17+02:00 Bucharest,23.399999618530273°C
2025-02-02T23:30:00+02:00 Bucharest,23.399999618530273°C
2025-02-02T23:45:00+02:00 Bucharest,23.399999618530273°C
2025-02-03T00:00:00+02:00 Bucharest,23.299999237060547°C
2025-02-03T00:15:00+02:00 Bucharest,23.299999237060547°C
2025-02-03T00:20:16+02:00 Bucharest,23.100000381469727°C
2025-02-03T00:30:00+02:00 Bucharest,23.100000381469727°C
2025-02-03T00:45:00+02:00 Bucharest,23.100000381469727°C
2025-02-03T00:50:16+02:00 Bucharest,23°C
2025-02-03T01:00:00+02:00 Bucharest,23°C
2025-02-03T01:10:17+02:00 Bucharest,22.899999618530273°C
2025-02-03T01:15:00+02:00 Bucharest,22.899999618530273°C
2025-02-03T01:30:00+02:00 Bucharest,22.899999618530273°C
2025-02-03T01:45:00+02:00 Bucharest,22.899999618530273°C
2025-02-03T02:00:00+02:00 Bucharest,22.799999237060547°C
2025-02-03T02:15:00+02:00 Bucharest,22.799999237060547°C
2025-02-03T02:30:00+02:00 Bucharest,22.799999237060547°C
2025-02-03T02:45:00+02:00 Bucharest,22.799999237060547°C
2025-02-03T03:00:00+02:00 Bucharest,22.799999237060547°C
2025-02-03T03:01:00+02:00 Bucharest,23.600000381469727°C
2025-02-03T03:10:16+02:00 Bucharest,23.899999618530273°C
2025-02-03T03:15:00+02:00 Bucharest,23.899999618530273°C
2025-02-03T03:20:16+02:00 Bucharest,24.100000381469727°C
2025-02-03T03:30:00+02:00 Bucharest,24.100000381469727°C
2025-02-03T03:40:16+02:00 Bucharest,24.299999237060547°C
2025-02-03T03:45:00+02:00 Bucharest,24.299999237060547°C
2025-02-03T04:00:00+02:00 Bucharest,24.299999237060547°C
2025-02-03T04:10:17+02:00 Bucharest,24.200000762939453°C
2025-02-03T04:15:00+02:00 Bucharest,24.200000762939453°C
2025-02-03T04:30:00+02:00 Bucharest,24.200000762939453°C
2025-02-03T04:40:17+02:00 Bucharest,24°C
2025-02-03T04:45:00+02:00 Bucharest,24°C
2025-02-03T04:50:16+02:00 Bucharest,23.899999618530273°C
2025-02-03T05:00:00+02:00 Bucharest,23.899999618530273°C
2025-02-03T05:15:00+02:00 Bucharest,23.799999237060547°C
2025-02-03T05:30:00+02:00 Bucharest,23.799999237060547°C
2025-02-03T05:45:00+02:00 Bucharest,23.799999237060547°C
2025-02-03T05:50:17+02:00 Bucharest,23.5°C
2025-02-03T06:00:00+02:00 Bucharest,23.5°C
2025-02-03T06:10:16+02:00 Bucharest,23.399999618530273°C
2025-02-03T06:15:00+02:00 Bucharest,23.399999618530273°C
2025-02-03T06:30:00+02:00 Bucharest,23.399999618530273°C
2025-02-03T06:45:00+02:00 Bucharest,23.399999618530273°C
2025-02-03T07:00:00+02:00 Bucharest,23.399999618530273°C
2025-02-03T07:01:00+02:00 Bucharest,23.200000762939453°C
2025-02-03T07:15:00+02:00 Bucharest,23.200000762939453°C
2025-02-03T07:30:00+02:00 Bucharest,23.200000762939453°C
2025-02-03T07:45:00+02:00 Bucharest,23.100000381469727°C
2025-02-03T07:50:16+02:00 Bucharest,23°C
2025-02-03T08:00:00+02:00 Bucharest,23°C
2025-02-03T08:10:16+02:00 Bucharest,22.899999618530273°C
2025-02-03T08:15:00+02:00 Bucharest,22.899999618530273°C
2025-02-03T08:20:16+02:00 Bucharest,23.200000762939453°C
2025-02-03T08:30:00+02:00 Bucharest,23.200000762939453°C
2025-02-03T08:45:00+02:00 Bucharest,23.200000762939453°C
2025-02-03T08:50:17+02:00 Bucharest,24.200000762939453°C
2025-02-03T09:00:00+02:00 Bucharest,24.200000762939453°C
2025-02-03T09:10:16+02:00 Bucharest,24.799999237060547°C
2025-02-03T09:15:00+02:00 Bucharest,24.799999237060547°C
2025-02-03T09:30:00+02:00 Bucharest,24.799999237060547°C
2025-02-03T09:45:00+02:00 Bucharest,24.799999237060547°C
2025-02-03T10:00:00+02:00 Bucharest,24.799999237060547°C
2025-02-03T10:10:16+02:00 Bucharest,24.399999618530273°C
2025-02-03T10:15:00+02:00 Bucharest,24.399999618530273°C
2025-02-03T10:30:00+02:00 Bucharest,24.299999237060547°C
2025-02-03T10:45:00+02:00 Bucharest,24.299999237060547°C
2025-02-03T11:00:00+02:00 Bucharest,24.299999237060547°C
2025-02-03T11:01:00+02:00 Bucharest,23.799999237060547°C
2025-02-03T11:15:00+02:00 Bucharest,23.799999237060547°C
2025-02-03T11:30:00+02:00 Bucharest,23.799999237060547°C
2025-02-03T11:45:00+02:00 Bucharest,23.799999237060547°C
2025-02-03T12:00:00+02:00 Bucharest,23.799999237060547°C
2025-02-03T12:01:00+02:00 Bucharest,23.299999237060547°C
2025-02-03T12:10:16+02:00 Bucharest,23.200000762939453°C
2025-02-03T12:15:00+02:00 Bucharest,23.200000762939453°C
2025-02-03T12:30:00+02:00 Bucharest,23.200000762939453°C
2025-02-03T12:45:00+02:00 Bucharest,23.100000381469727°C
2025-02-03T13:00:00+02:00 Bucharest,23.100000381469727°C
2025-02-03T13:01:00+02:00 Bucharest,24.100000381469727°C
2025-02-03T13:15:00+02:00 Bucharest,24.100000381469727°C
2025-02-03T13:20:16+02:00 Bucharest,24.299999237060547°C
2025-02-03T13:30:00+02:00 Bucharest,24.299999237060547°C
2025-02-03T13:31:00+02:00 Bucharest,24.200000762939453°C
2025-02-03T13:45:00+02:00 Bucharest,24.100000381469727°C
2025-02-03T13:50:16+02:00 Bucharest,24°C
2025-02-03T14:00:00+02:00 Bucharest,24°C
2025-02-03T14:10:16+02:00 Bucharest,23.600000381469727°C
2025-02-03T14:15:00+02:00 Bucharest,23.600000381469727°C
2025-02-03T14:20:16+02:00 Bucharest,23.5°C
2025-02-03T14:30:00+02:00 Bucharest,23.5°C
2025-02-03T14:45:00+02:00 Bucharest,23.5°C
2025-02-03T15:00:00+02:00 Bucharest,23.5°C
2025-02-03T15:01:00+02:00 Bucharest,23.100000381469727°C
2025-02-03T15:10:16+02:00 Bucharest,23°C
2025-02-03T15:15:00+02:00 Bucharest,23°C
2025-02-03T15:30:00+02:00 Bucharest,23°C
2025-02-03T15:31:00+02:00 Bucharest,22.899999618530273°C
2025-02-03T15:45:00+02:00 Bucharest,22.899999618530273°C
2025-02-03T16:00:00+02:00 Bucharest,22.899999618530273°C
2025-02-03T16:15:00+02:00 Bucharest,22.799999237060547°C
2025-02-03T16:30:00+02:00 Bucharest,22.799999237060547°C
2025-02-03T16:45:00+02:00 Bucharest,22.799999237060547°C
2025-02-03T16:50:16+02:00 Bucharest,24.200000762939453°C
2025-02-03T17:00:00+02:00 Bucharest,24.200000762939453°C
2025-02-03T17:10:16+02:00 Bucharest,24.399999618530273°C
2025-02-03T17:15:00+02:00 Bucharest,24.399999618530273°C
2025-02-03T17:30:00+02:00 Bucharest,24.399999618530273°C
2025-02-03T17:40:16+02:00 Bucharest,24.200000762939453°C
2025-02-03T17:45:00+02:00 Bucharest,24.200000762939453°C
2025-02-03T17:50:16+02:00 Bucharest,24°C
2025-02-03T18:00:00+02:00 Bucharest,24°C
2025-02-03T18:10:16+02:00 Bucharest,23.799999237060547°C
2025-02-03T18:15:00+02:00 Bucharest,23.799999237060547°C
2025-02-03T18:20:16+02:00 Bucharest,23.700000762939453°C
2025-02-03T18:30:00+02:00 Bucharest,23.700000762939453°C
2025-02-03T18:45:00+02:00 Bucharest,23.700000762939453°C
2025-02-03T19:00:00+02:00 Bucharest,23.700000762939453°C
2025-02-03T19:01:00+02:00 Bucharest,23.5°C
2025-02-03T19:15:00+02:00 Bucharest,23.5°C
2025-02-03T19:30:00+02:00 Bucharest,23.5°C
2025-02-03T19:40:16+02:00 Bucharest,23.299999237060547°C
2025-02-03T19:45:00+02:00 Bucharest,23.299999237060547°C
2025-02-03T20:00:00+02:00 Bucharest,23.299999237060547°C
2025-02-03T20:01:00+02:00 Bucharest,23.100000381469727°C
2025-02-03T20:15:00+02:00 Bucharest,23.100000381469727°C
2025-02-03T20:30:00+02:00 Bucharest,23.100000381469727°C
2025-02-03T20:31:00+02:00 Bucharest,23.5°C
2025-02-03T20:45:00+02:00 Bucharest,23.5°C
2025-02-03T21:00:00+02:00 Bucharest,23.5°C
2025-02-03T21:01:00+02:00 Bucharest,24.299999237060547°C
2025-02-03T21:15:00+02:00 Bucharest,24.299999237060547°C
2025-02-03T21:30:00+02:00 Bucharest,24.399999618530273°C
2025-02-03T21:45:00+02:00 Bucharest,24.399999618530273°C
2025-02-03T22:00:00+02:00 Bucharest,24.299999237060547°C
2025-02-03T22:01:00+02:00 Bucharest,24.100000381469727°C
2025-02-03T22:15:00+02:00 Bucharest,24.100000381469727°C
2025-02-03T22:20:16+02:00 Bucharest,24°C
2025-02-03T22:30:00+02:00 Bucharest,24°C
2025-02-03T22:31:00+02:00 Bucharest,24.299999237060547°C
2025-02-03T22:40:16+02:00 Bucharest,24.200000762939453°C
2025-02-03T22:45:00+02:00 Bucharest,24.200000762939453°C
2025-02-03T23:00:00+02:00 Bucharest,24.100000381469727°C
2025-02-03T23:01:00+02:00 Bucharest,24°C
2025-02-03T23:10:15+02:00 Bucharest,23.899999618530273°C
2025-02-03T23:15:00+02:00 Bucharest,23.899999618530273°C
2025-02-03T23:30:00+02:00 Bucharest,23.899999618530273°C
2025-02-03T23:45:00+02:00 Bucharest,23.899999618530273°C
2025-02-03T23:50:16+02:00 Bucharest,23.399999618530273°C
2025-02-04T00:00:00+02:00 Bucharest,23.399999618530273°C
2025-02-04T00:15:00+02:00 Bucharest,23.399999618530273°C
2025-02-04T00:20:16+02:00 Bucharest,24.100000381469727°C
2025-02-04T00:30:00+02:00 Bucharest,24.100000381469727°C
2025-02-04T00:31:00+02:00 Bucharest,24.399999618530273°C
2025-02-04T00:40:16+02:00 Bucharest,24.5°C
2025-02-04T00:45:00+02:00 Bucharest,24.5°C
2025-02-04T00:50:16+02:00 Bucharest,24.600000381469727°C
2025-02-04T01:00:00+02:00 Bucharest,24.600000381469727°C
2025-02-04T01:15:00+02:00 Bucharest,24.600000381469727°C
2025-02-04T01:30:00+02:00 Bucharest,24.600000381469727°C
2025-02-04T01:40:16+02:00 Bucharest,24.299999237060547°C
2025-02-04T01:45:00+02:00 Bucharest,24.299999237060547°C
2025-02-04T01:50:16+02:00 Bucharest,24.200000762939453°C
2025-02-04T02:00:00+02:00 Bucharest,24.200000762939453°C
2025-02-04T02:15:00+02:00 Bucharest,24.200000762939453°C
2025-02-04T02:20:16+02:00 Bucharest,23.899999618530273°C
2025-02-04T02:30:00+02:00 Bucharest,23.899999618530273°C
2025-02-04T02:40:16+02:00 Bucharest,23.700000762939453°C
2025-02-04T02:45:00+02:00 Bucharest,23.700000762939453°C
2025-02-04T03:00:00+02:00 Bucharest,23.600000381469727°C
2025-02-04T03:01:00+02:00 Bucharest,23.5°C
2025-02-04T03:15:00+02:00 Bucharest,23.5°C
2025-02-04T03:30:00+02:00 Bucharest,23.5°C
2025-02-04T03:45:00+02:00 Bucharest,23.5°C
2025-02-04T03:50:18+02:00 Bucharest,23.200000762939453°C
2025-02-04T04:00:00+02:00 Bucharest,23.200000762939453°C
2025-02-04T04:15:00+02:00 Bucharest,23.200000762939453°C
2025-02-04T04:20:18+02:00 Bucharest,23.600000381469727°C
2025-02-04T04:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-04T04:40:18+02:00 Bucharest,24.200000762939453°C
2025-02-04T04:45:00+02:00 Bucharest,24.200000762939453°C
2025-02-04T05:00:00+02:00 Bucharest,24.200000762939453°C
2025-02-04T05:15:00+02:00 Bucharest,24.200000762939453°C
2025-02-04T05:30:00+02:00 Bucharest,24.200000762939453°C
2025-02-04T05:45:00+02:00 Bucharest,24.200000762939453°C
2025-02-04T05:50:18+02:00 Bucharest,24.299999237060547°C
2025-02-04T06:00:00+02:00 Bucharest,24.299999237060547°C
2025-02-04T06:15:00+02:00 Bucharest,24.299999237060547°C
2025-02-04T06:20:17+02:00 Bucharest,24°C
2025-02-04T06:30:00+02:00 Bucharest,24°C
2025-02-04T06:45:00+02:00 Bucharest,24°C
2025-02-04T07:00:00+02:00 Bucharest,24°C
2025-02-04T07:10:18+02:00 Bucharest,23.5°C
2025-02-04T07:15:00+02:00 Bucharest,23.5°C
2025-02-04T07:20:18+02:00 Bucharest,23.399999618530273°C
2025-02-04T07:30:00+02:00 Bucharest,23.399999618530273°C
2025-02-04T07:45:00+02:00 Bucharest,23.299999237060547°C
2025-02-04T07:50:18+02:00 Bucharest,23.5°C
2025-02-04T08:00:00+02:00 Bucharest,23.5°C
2025-02-04T08:10:18+02:00 Bucharest,24.100000381469727°C
2025-02-04T08:15:00+02:00 Bucharest,24.100000381469727°C
2025-02-04T08:30:00+02:00 Bucharest,24.100000381469727°C
2025-02-04T08:31:00+02:00 Bucharest,24.5°C
2025-02-04T08:40:17+02:00 Bucharest,24.600000381469727°C
2025-02-04T08:45:00+02:00 Bucharest,24.600000381469727°C
2025-02-04T09:00:00+02:00 Bucharest,24.600000381469727°C
2025-02-04T09:15:00+02:00 Bucharest,24.600000381469727°C
2025-02-04T09:30:00+02:00 Bucharest,24.600000381469727°C
2025-02-04T09:31:00+02:00 Bucharest,24.200000762939453°C
2025-02-04T09:45:00+02:00 Bucharest,24.200000762939453°C
2025-02-04T10:00:00+02:00 Bucharest,24.200000762939453°C
2025-02-04T10:15:00+02:00 Bucharest,24.200000762939453°C
2025-02-04T10:30:00+02:00 Bucharest,24.200000762939453°C
2025-02-04T10:40:18+02:00 Bucharest,23.600000381469727°C
2025-02-04T10:45:00+02:00 Bucharest,23.600000381469727°C
2025-02-04T10:50:18+02:00 Bucharest,23.399999618530273°C
2025-02-04T11:00:00+02:00 Bucharest,23.399999618530273°C
2025-02-04T11:10:18+02:00 Bucharest,23.5°C
2025-02-04T11:15:00+02:00 Bucharest,23.5°C
2025-02-04T11:20:18+02:00 Bucharest,23.899999618530273°C
2025-02-04T11:30:00+02:00 Bucharest,23.899999618530273°C
2025-02-04T11:40:17+02:00 Bucharest,24.600000381469727°C
2025-02-04T11:45:00+02:00 Bucharest,24.600000381469727°C
2025-02-04T12:00:00+02:00 Bucharest,24.600000381469727°C
2025-02-04T12:01:00+02:00 Bucharest,24.899999618530273°C
2025-02-04T12:15:00+02:00 Bucharest,24.899999618530273°C
2025-02-04T12:30:00+02:00 Bucharest,24.899999618530273°C
2025-02-04T12:45:00+02:00 Bucharest,24.799999237060547°C
2025-02-04T13:00:00+02:00 Bucharest,24.799999237060547°C
2025-02-04T13:10:18+02:00 Bucharest,24.5°C
2025-02-04T13:15:00+02:00 Bucharest,24.5°C
2025-02-04T13:30:00+02:00 Bucharest,24.5°C
2025-02-04T13:40:18+02:00 Bucharest,24.200000762939453°C
2025-02-04T13:45:00+02:00 Bucharest,24.200000762939453°C
2025-02-04T14:00:00+02:00 Bucharest,24.100000381469727°C
2025-02-04T14:15:00+02:00 Bucharest,24.100000381469727°C
2025-02-04T14:30:00+02:00 Bucharest,24.100000381469727°C
2025-02-04T14:45:00+02:00 Bucharest,24.100000381469727°C
2025-02-04T14:50:18+02:00 Bucharest,23.600000381469727°C
2025-02-04T15:00:00+02:00 Bucharest,23.600000381469727°C
2025-02-04T15:15:00+02:00 Bucharest,23.600000381469727°C
2025-02-04T15:20:18+02:00 Bucharest,23.399999618530273°C
2025-02-04T15:30:00+02:00 Bucharest,23.399999618530273°C
2025-02-04T15:45:00+02:00 Bucharest,23.299999237060547°C
2025-02-04T15:50:17+02:00 Bucharest,23.200000762939453°C
2025-02-04T16:00:00+02:00 Bucharest,23.200000762939453°C
2025-02-04T16:15:00+02:00 Bucharest,23.200000762939453°C
2025-02-04T16:30:00+02:00 Bucharest,23.200000762939453°C
2025-02-04T16:31:00+02:00 Bucharest,23.799999237060547°C
2025-02-04T16:45:00+02:00 Bucharest,23.799999237060547°C
2025-02-04T16:50:18+02:00 Bucharest,24.399999618530273°C
2025-02-04T17:00:00+02:00 Bucharest,24.399999618530273°C
2025-02-04T17:01:00+02:00 Bucharest,24.5°C
2025-02-04T17:15:00+02:00 Bucharest,24.5°C
2025-02-04T17:20:18+02:00 Bucharest,24.600000381469727°C
2025-02-04T17:30:00+02:00 Bucharest,24.600000381469727°C
2025-02-04T17:40:17+02:00 Bucharest,24.5°C
2025-02-04T17:45:00+02:00 Bucharest,24.5°C
2025-02-04T18:00:00+02:00 Bucharest,24.5°C
2025-02-04T18:01:00+02:00 Bucharest,24.299999237060547°C
2025-02-04T18:10:17+02:00 Bucharest,24.200000762939453°C
2025-02-04T18:15:00+02:00 Bucharest,24.200000762939453°C
2025-02-04T18:30:00+02:00 Bucharest,24.200000762939453°C
2025-02-04T18:40:18+02:00 Bucharest,23.899999618530273°C
2025-02-04T18:45:00+02:00 Bucharest,23.899999618530273°C
2025-02-04T19:00:00+02:00 Bucharest,23.899999618530273°C
2025-02-04T19:15:00+02:00 Bucharest,23.799999237060547°C
2025-02-04T19:30:00+02:00 Bucharest,23.799999237060547°C
2025-02-04T19:31:00+02:00 Bucharest,23.5°C
2025-02-04T19:40:18+02:00 Bucharest,23.399999618530273°C
2025-02-04T19:45:00+02:00 Bucharest,23.399999618530273°C
2025-02-04T20:00:00+02:00 Bucharest,23.399999618530273°C
2025-02-04T20:15:00+02:00 Bucharest,23.399999618530273°C
2025-02-04T20:30:00+02:00 Bucharest,23.399999618530273°C
2025-02-04T20:31:00+02:00 Bucharest,24.299999237060547°C
2025-02-04T20:45:00+02:00 Bucharest,24.399999618530273°C
2025-02-04T20:50:18+02:00 Bucharest,24.5°C
2025-02-04T21:00:00+02:00 Bucharest,24.5°C
2025-02-04T21:01:00+02:00 Bucharest,24.600000381469727°C
2025-02-04T21:10:17+02:00 Bucharest,24.5°C
2025-02-04T21:15:00+02:00 Bucharest,24.5°C
2025-02-04T21:30:00+02:00 Bucharest,24.5°C
2025-02-04T21:45:00+02:00 Bucharest,24.5°C
2025-02-04T22:00:00+02:00 Bucharest,24.5°C
2025-02-04T22:01:00+02:00 Bucharest,24.100000381469727°C
2025-02-04T22:10:18+02:00 Bucharest,24°C
2025-02-04T22:15:00+02:00 Bucharest,24°C
2025-02-04T22:20:17+02:00 Bucharest,23.899999618530273°C
2025-02-04T22:30:00+02:00 Bucharest,23.899999618530273°C
2025-02-04T22:45:00+02:00 Bucharest,23.799999237060547°C
2025-02-04T23:00:00+02:00 Bucharest,23.799999237060547°C
2025-02-04T23:10:18+02:00 Bucharest,23.399999618530273°C
2025-02-04T23:15:00+02:00 Bucharest,23.399999618530273°C
2025-02-04T23:30:00+02:00 Bucharest,23.399999618530273°C
2025-02-04T23:45:00+02:00 Bucharest,23.399999618530273°C
2025-02-05T00:00:00+02:00 Bucharest,23.399999618530273°C
2025-02-05T00:15:00+02:00 Bucharest,23.299999237060547°C
2025-02-05T00:30:00+02:00 Bucharest,23.299999237060547°C
2025-02-05T00:31:00+02:00 Bucharest,24.200000762939453°C
2025-02-05T00:45:00+02:00 Bucharest,24.200000762939453°C
2025-02-05T00:50:17+02:00 Bucharest,24.5°C
2025-02-05T01:00:00+02:00 Bucharest,24.5°C
2025-02-05T01:01:00+02:00 Bucharest,24.600000381469727°C
2025-02-05T01:15:00+02:00 Bucharest,24.600000381469727°C
2025-02-05T01:30:00+02:00 Bucharest,24.600000381469727°C
2025-02-05T01:31:00+02:00 Bucharest,24.5°C
2025-02-05T01:45:00+02:00 Bucharest,24.5°C
2025-02-05T02:00:00+02:00 Bucharest,24.5°C
2025-02-05T02:15:00+02:00 Bucharest,24.5°C
2025-02-05T02:30:00+02:00 Bucharest,24.5°C
2025-02-05T02:40:17+02:00 Bucharest,24°C
2025-02-05T02:45:00+02:00 Bucharest,24°C
2025-02-05T02:50:18+02:00 Bucharest,23.899999618530273°C
2025-02-05T03:00:00+02:00 Bucharest,23.899999618530273°C
2025-02-05T03:15:00+02:00 Bucharest,23.799999237060547°C
2025-02-05T03:20:18+02:00 Bucharest,23.600000381469727°C
2025-02-05T03:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-05T03:45:00+02:00 Bucharest,23.600000381469727°C
2025-02-05T03:50:17+02:00 Bucharest,23.399999618530273°C
2025-02-05T04:00:00+02:00 Bucharest,23.399999618530273°C
2025-02-05T04:15:00+02:00 Bucharest,23.299999237060547°C
2025-02-05T04:30:00+02:00 Bucharest,23.299999237060547°C
2025-02-05T04:40:18+02:00 Bucharest,23.700000762939453°C
2025-02-05T04:45:00+02:00 Bucharest,23.700000762939453°C
2025-02-05T04:50:18+02:00 Bucharest,24°C
2025-02-05T05:00:00+02:00 Bucharest,24°C
2025-02-05T05:15:00+02:00 Bucharest,24°C
2025-02-05T05:30:00+02:00 Bucharest,24°C
2025-02-05T05:31:00+02:00 Bucharest,24.700000762939453°C
2025-02-05T05:45:00+02:00 Bucharest,24.600000381469727°C
2025-02-05T06:00:00+02:00 Bucharest,24.600000381469727°C
2025-02-05T06:01:00+02:00 Bucharest,24.5°C
2025-02-05T06:15:00+02:00 Bucharest,24.5°C
2025-02-05T06:20:18+02:00 Bucharest,24.299999237060547°C
2025-02-05T06:30:00+02:00 Bucharest,24.299999237060547°C
2025-02-05T06:31:00+02:00 Bucharest,24.200000762939453°C
2025-02-05T06:45:00+02:00 Bucharest,24.200000762939453°C
2025-02-05T07:00:00+02:00 Bucharest,24.200000762939453°C
