ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 cur amSensorRef:@p:linkEdge:r:2d9ab104-58bf844a "Site B Room 5 AQ" mod:2024-04-12T14:37:14.402Z hisSize:33462 tz:"Bucharest" precision:1 roomRef:@p:linkEdge:r:2d996b90-ac30c77f "Site B Room 5" lorawanPoint curStatus:"unknown" amSensorAM107ModelId:"_amSensorAM107_point:temperature" point his disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9ab104-e21f5c37 "5 AQ" navName:"Temperature" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9ab104-58bf844a "Site B Room 5 AQ" id:@p:linkEdge:r:2d9ab104-dec225aa "Site B Room 5 AQ Temperature" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2025-09-28T11:00:00+03:00 Bucharest temp hisStatus:"ok" innLinkEdge kind:"Number" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"temperature" unit:"°C" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba" sensor
2025-01-30T06:10:18+02:00 Bucharest,23.899999618530273°C
2025-01-30T06:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-30T06:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-30T06:40:18+02:00 Bucharest,23.700000762939453°C
2025-01-30T06:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-30T07:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-30T07:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-30T07:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-30T07:31:00+02:00 Bucharest,23.399999618530273°C
2025-01-30T07:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-30T08:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-30T08:01:00+02:00 Bucharest,23.200000762939453°C
2025-01-30T08:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-30T08:30:00+02:00 Bucharest,23.100000381469727°C
2025-01-30T08:31:00+02:00 Bucharest,23°C
2025-01-30T08:45:00+02:00 Bucharest,23°C
2025-01-30T08:50:17+02:00 Bucharest,22.899999618530273°C
2025-01-30T09:00:00+02:00 Bucharest,22.899999618530273°C
2025-01-30T09:15:00+02:00 Bucharest,22.899999618530273°C
2025-01-30T09:30:00+02:00 Bucharest,22.899999618530273°C
2025-01-30T09:45:00+02:00 Bucharest,22.799999237060547°C
2025-01-30T10:00:00+02:00 Bucharest,22.799999237060547°C
2025-01-30T10:15:00+02:00 Bucharest,22.799999237060547°C
2025-01-30T10:30:00+02:00 Bucharest,22.799999237060547°C
2025-01-30T10:40:18+02:00 Bucharest,24.5°C
2025-01-30T10:45:00+02:00 Bucharest,24.5°C
2025-01-30T10:50:18+02:00 Bucharest,24.700000762939453°C
2025-01-30T11:00:00+02:00 Bucharest,24.700000762939453°C
2025-01-30T11:15:00+02:00 Bucharest,24.700000762939453°C
2025-01-30T11:30:00+02:00 Bucharest,24.700000762939453°C
2025-01-30T11:45:00+02:00 Bucharest,24.700000762939453°C
2025-01-30T12:00:00+02:00 Bucharest,24.700000762939453°C
2025-01-30T12:01:00+02:00 Bucharest,24.299999237060547°C
2025-01-30T12:10:18+02:00 Bucharest,24.200000762939453°C
2025-01-30T12:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-30T12:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-30T12:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-30T12:50:18+02:00 Bucharest,24°C
2025-01-30T13:00:00+02:00 Bucharest,24°C
2025-01-30T13:10:18+02:00 Bucharest,23.899999618530273°C
2025-01-30T13:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-30T13:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-30T13:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-30T13:50:18+02:00 Bucharest,23.700000762939453°C
2025-01-30T14:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-30T14:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-30T14:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-30T14:40:18+02:00 Bucharest,23.5°C
2025-01-30T14:45:00+02:00 Bucharest,23.5°C
2025-01-30T15:00:00+02:00 Bucharest,23.5°C
2025-01-30T15:10:18+02:00 Bucharest,23.399999618530273°C
2025-01-30T15:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-30T15:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-30T15:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-30T16:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-30T16:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-30T16:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-30T16:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-30T17:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-30T17:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-30T17:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-30T17:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-30T18:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-30T18:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-30T18:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-30T18:40:18+02:00 Bucharest,23.200000762939453°C
2025-01-30T18:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-30T19:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-30T19:15:00+02:00 Bucharest,23.100000381469727°C
2025-01-30T19:30:00+02:00 Bucharest,23.100000381469727°C
2025-01-30T19:45:00+02:00 Bucharest,23.100000381469727°C
2025-01-30T19:50:18+02:00 Bucharest,23°C
2025-01-30T20:00:00+02:00 Bucharest,23°C
2025-01-30T20:15:00+02:00 Bucharest,23°C
2025-01-30T20:20:18+02:00 Bucharest,22.899999618530273°C
2025-01-30T20:30:00+02:00 Bucharest,22.899999618530273°C
2025-01-30T20:45:00+02:00 Bucharest,22.899999618530273°C
2025-01-30T21:00:00+02:00 Bucharest,22.899999618530273°C
2025-01-30T21:15:00+02:00 Bucharest,22.899999618530273°C
2025-01-30T21:30:00+02:00 Bucharest,22.899999618530273°C
2025-01-30T21:45:00+02:00 Bucharest,22.799999237060547°C
2025-01-30T22:00:00+02:00 Bucharest,22.799999237060547°C
2025-01-30T22:15:00+02:00 Bucharest,22.799999237060547°C
2025-01-30T22:20:18+02:00 Bucharest,23.700000762939453°C
2025-01-30T22:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-30T22:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-30T22:50:18+02:00 Bucharest,24.200000762939453°C
2025-01-30T23:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-30T23:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-30T23:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-30T23:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-31T00:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-31T00:01:00+02:00 Bucharest,23.899999618530273°C
2025-01-31T00:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-31T00:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-31T00:31:00+02:00 Bucharest,23.700000762939453°C
2025-01-31T00:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-31T01:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-31T01:01:00+02:00 Bucharest,23.5°C
2025-01-31T01:15:00+02:00 Bucharest,23.5°C
2025-01-31T01:30:00+02:00 Bucharest,23.5°C
2025-01-31T01:31:00+02:00 Bucharest,23.399999618530273°C
2025-01-31T01:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-31T02:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-31T02:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-31T02:20:18+02:00 Bucharest,23.200000762939453°C
2025-01-31T02:30:00+02:00 Bucharest,23.200000762939453°C
2025-01-31T02:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-31T03:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-31T03:01:00+02:00 Bucharest,23°C
2025-01-31T03:15:00+02:00 Bucharest,23°C
2025-01-31T03:30:00+02:00 Bucharest,23°C
2025-01-31T03:40:18+02:00 Bucharest,22.899999618530273°C
2025-01-31T03:45:00+02:00 Bucharest,22.899999618530273°C
2025-01-31T04:00:00+02:00 Bucharest,22.899999618530273°C
2025-01-31T04:15:00+02:00 Bucharest,22.899999618530273°C
2025-01-31T04:30:00+02:00 Bucharest,22.899999618530273°C
2025-01-31T04:31:00+02:00 Bucharest,23.799999237060547°C
2025-01-31T04:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-31T05:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-31T05:10:17+02:00 Bucharest,24.399999618530273°C
2025-01-31T05:15:00+02:00 Bucharest,24.399999618530273°C
2025-01-31T05:30:00+02:00 Bucharest,24.399999618530273°C
2025-01-31T05:45:00+02:00 Bucharest,24.399999618530273°C
2025-01-31T06:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-31T06:01:00+02:00 Bucharest,24.200000762939453°C
2025-01-31T06:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-31T06:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-31T06:40:18+02:00 Bucharest,23.899999618530273°C
2025-01-31T06:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-31T07:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-31T07:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-31T07:20:17+02:00 Bucharest,23.700000762939453°C
2025-01-31T07:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-31T07:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-31T07:50:34+02:00 Bucharest,23.5°C
2025-01-31T08:00:00+02:00 Bucharest,23.5°C
2025-01-31T08:15:00+02:00 Bucharest,23.5°C
2025-01-31T08:20:18+02:00 Bucharest,23.299999237060547°C
2025-01-31T08:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-31T08:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-31T09:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-31T09:01:00+02:00 Bucharest,23.200000762939453°C
2025-01-31T09:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-31T09:30:00+02:00 Bucharest,23.200000762939453°C
2025-01-31T09:40:18+02:00 Bucharest,23°C
2025-01-31T09:45:00+02:00 Bucharest,23°C
2025-01-31T10:00:00+02:00 Bucharest,23°C
2025-01-31T10:15:00+02:00 Bucharest,23°C
2025-01-31T10:20:17+02:00 Bucharest,23.700000762939453°C
2025-01-31T10:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-31T10:31:00+02:00 Bucharest,24°C
2025-01-31T10:40:18+02:00 Bucharest,24.200000762939453°C
2025-01-31T10:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-31T11:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-31T11:10:17+02:00 Bucharest,24.399999618530273°C
2025-01-31T11:15:00+02:00 Bucharest,24.399999618530273°C
2025-01-31T11:30:00+02:00 Bucharest,24.299999237060547°C
2025-01-31T11:45:00+02:00 Bucharest,24.299999237060547°C
2025-01-31T12:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-31T12:10:17+02:00 Bucharest,24.100000381469727°C
2025-01-31T12:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-31T12:20:17+02:00 Bucharest,23.899999618530273°C
2025-01-31T12:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-31T12:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-31T13:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-31T13:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-31T13:20:17+02:00 Bucharest,23.700000762939453°C
2025-01-31T13:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-31T13:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-31T14:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-31T14:01:00+02:00 Bucharest,23.399999618530273°C
2025-01-31T14:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-31T14:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-31T14:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-31T14:50:17+02:00 Bucharest,23.200000762939453°C
2025-01-31T15:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-31T15:15:00+02:00 Bucharest,23.100000381469727°C
2025-01-31T15:30:00+02:00 Bucharest,23.100000381469727°C
2025-01-31T15:45:00+02:00 Bucharest,23.100000381469727°C
2025-01-31T16:00:00+02:00 Bucharest,23.100000381469727°C
2025-01-31T16:15:00+02:00 Bucharest,23.100000381469727°C
2025-01-31T16:30:00+02:00 Bucharest,23.100000381469727°C
2025-01-31T16:31:00+02:00 Bucharest,23.799999237060547°C
2025-01-31T16:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-31T16:50:18+02:00 Bucharest,24.200000762939453°C
2025-01-31T17:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-31T17:01:00+02:00 Bucharest,24.299999237060547°C
2025-01-31T17:15:00+02:00 Bucharest,24.299999237060547°C
2025-01-31T17:30:00+02:00 Bucharest,24.399999618530273°C
2025-01-31T17:45:00+02:00 Bucharest,24.399999618530273°C
2025-01-31T18:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-31T18:15:00+02:00 Bucharest,24.299999237060547°C
2025-01-31T18:20:17+02:00 Bucharest,24.100000381469727°C
2025-01-31T18:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-31T18:40:17+02:00 Bucharest,24°C
2025-01-31T18:45:00+02:00 Bucharest,24°C
2025-01-31T19:00:00+02:00 Bucharest,24°C
2025-01-31T19:10:17+02:00 Bucharest,23.799999237060547°C
2025-01-31T19:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-31T19:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-31T19:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-31T20:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-31T20:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-31T20:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-31T20:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-31T21:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-31T21:10:17+02:00 Bucharest,23.5°C
2025-01-31T21:15:00+02:00 Bucharest,23.5°C
2025-01-31T21:30:00+02:00 Bucharest,23.5°C
2025-01-31T21:31:00+02:00 Bucharest,23.399999618530273°C
2025-01-31T21:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-31T22:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-31T22:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-31T22:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-31T22:31:00+02:00 Bucharest,23.200000762939453°C
2025-01-31T22:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-31T23:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-31T23:01:00+02:00 Bucharest,23.899999618530273°C
2025-01-31T23:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-31T23:20:18+02:00 Bucharest,24.299999237060547°C
2025-01-31T23:30:00+02:00 Bucharest,24.299999237060547°C
2025-01-31T23:45:00+02:00 Bucharest,24.299999237060547°C
2025-02-01T00:00:00+02:00 Bucharest,24.299999237060547°C
2025-02-01T00:10:17+02:00 Bucharest,24.5°C
2025-02-01T00:15:00+02:00 Bucharest,24.5°C
2025-02-01T00:30:00+02:00 Bucharest,24.5°C
2025-02-01T00:40:17+02:00 Bucharest,24.299999237060547°C
2025-02-01T00:45:00+02:00 Bucharest,24.299999237060547°C
2025-02-01T01:00:00+02:00 Bucharest,24.299999237060547°C
2025-02-01T01:10:17+02:00 Bucharest,24.200000762939453°C
2025-02-01T01:15:00+02:00 Bucharest,24.200000762939453°C
2025-02-01T01:30:00+02:00 Bucharest,24.200000762939453°C
2025-02-01T01:31:00+02:00 Bucharest,24°C
2025-02-01T01:45:00+02:00 Bucharest,24°C
2025-02-01T02:00:00+02:00 Bucharest,24°C
2025-02-01T02:10:17+02:00 Bucharest,23.899999618530273°C
2025-02-01T02:15:00+02:00 Bucharest,23.899999618530273°C
2025-02-01T02:30:00+02:00 Bucharest,23.899999618530273°C
2025-02-01T02:40:17+02:00 Bucharest,23.700000762939453°C
2025-02-01T02:45:00+02:00 Bucharest,23.700000762939453°C
2025-02-01T03:00:00+02:00 Bucharest,23.700000762939453°C
2025-02-01T03:15:00+02:00 Bucharest,23.600000381469727°C
2025-02-01T03:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-01T03:45:00+02:00 Bucharest,23.600000381469727°C
2025-02-01T04:00:00+02:00 Bucharest,23.600000381469727°C
2025-02-01T04:01:00+02:00 Bucharest,23.5°C
2025-02-01T04:15:00+02:00 Bucharest,23.5°C
2025-02-01T04:30:00+02:00 Bucharest,23.5°C
2025-02-01T04:31:00+02:00 Bucharest,23.399999618530273°C
2025-02-01T04:45:00+02:00 Bucharest,23.299999237060547°C
2025-02-01T05:00:00+02:00 Bucharest,23.299999237060547°C
2025-02-01T05:15:00+02:00 Bucharest,23.299999237060547°C
2025-02-01T05:30:00+02:00 Bucharest,23.299999237060547°C
2025-02-01T05:31:00+02:00 Bucharest,23.200000762939453°C
2025-02-01T05:45:00+02:00 Bucharest,23.200000762939453°C
2025-02-01T05:50:17+02:00 Bucharest,23.299999237060547°C
2025-02-01T06:00:00+02:00 Bucharest,23.299999237060547°C
2025-02-01T06:01:00+02:00 Bucharest,23.600000381469727°C
2025-02-01T06:15:00+02:00 Bucharest,23.600000381469727°C
2025-02-01T06:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-01T06:40:17+02:00 Bucharest,24.399999618530273°C
2025-02-01T06:45:00+02:00 Bucharest,24.399999618530273°C
2025-02-01T07:00:00+02:00 Bucharest,24.399999618530273°C
2025-02-01T07:15:00+02:00 Bucharest,24.399999618530273°C
2025-02-01T07:30:00+02:00 Bucharest,24.399999618530273°C
2025-02-01T07:45:00+02:00 Bucharest,24.399999618530273°C
2025-02-01T08:00:00+02:00 Bucharest,24.299999237060547°C
2025-02-01T08:10:17+02:00 Bucharest,24.200000762939453°C
2025-02-01T08:15:00+02:00 Bucharest,24.200000762939453°C
2025-02-01T08:30:00+02:00 Bucharest,24.100000381469727°C
2025-02-01T08:45:00+02:00 Bucharest,24.100000381469727°C
2025-02-01T09:00:00+02:00 Bucharest,24.100000381469727°C
2025-02-01T09:01:00+02:00 Bucharest,23.899999618530273°C
2025-02-01T09:15:00+02:00 Bucharest,23.799999237060547°C
2025-02-01T09:30:00+02:00 Bucharest,23.799999237060547°C
2025-02-01T09:45:00+02:00 Bucharest,23.799999237060547°C
2025-02-01T10:00:00+02:00 Bucharest,23.799999237060547°C
2025-02-01T10:10:17+02:00 Bucharest,23.5°C
2025-02-01T10:15:00+02:00 Bucharest,23.5°C
2025-02-01T10:30:00+02:00 Bucharest,23.5°C
2025-02-01T10:45:00+02:00 Bucharest,23.5°C
2025-02-01T10:50:17+02:00 Bucharest,23.299999237060547°C
2025-02-01T11:00:00+02:00 Bucharest,23.299999237060547°C
2025-02-01T11:10:17+02:00 Bucharest,23.200000762939453°C
2025-02-01T11:15:00+02:00 Bucharest,23.200000762939453°C
2025-02-01T11:30:00+02:00 Bucharest,23.200000762939453°C
2025-02-01T11:31:00+02:00 Bucharest,23.5°C
2025-02-01T11:40:17+02:00 Bucharest,23.700000762939453°C
2025-02-01T11:45:00+02:00 Bucharest,23.700000762939453°C
2025-02-01T12:00:00+02:00 Bucharest,23.700000762939453°C
2025-02-01T12:15:00+02:00 Bucharest,23.700000762939453°C
2025-02-01T12:30:00+02:00 Bucharest,23.700000762939453°C
2025-02-01T12:45:00+02:00 Bucharest,23.700000762939453°C
2025-02-01T13:00:00+02:00 Bucharest,23.700000762939453°C
2025-02-01T13:15:00+02:00 Bucharest,23.700000762939453°C
2025-02-01T13:20:17+02:00 Bucharest,24.200000762939453°C
2025-02-01T13:30:00+02:00 Bucharest,24.200000762939453°C
2025-02-01T13:45:00+02:00 Bucharest,24.100000381469727°C
2025-02-01T13:50:17+02:00 Bucharest,24°C
2025-02-01T14:00:00+02:00 Bucharest,24°C
2025-02-01T14:15:00+02:00 Bucharest,24°C
2025-02-01T14:20:17+02:00 Bucharest,23.899999618530273°C
2025-02-01T14:30:00+02:00 Bucharest,23.899999618530273°C
2025-02-01T14:45:00+02:00 Bucharest,23.799999237060547°C
2025-02-01T15:00:00+02:00 Bucharest,23.799999237060547°C
2025-02-01T15:15:00+02:00 Bucharest,23.799999237060547°C
2025-02-01T15:20:17+02:00 Bucharest,23.600000381469727°C
2025-02-01T15:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-01T15:40:17+02:00 Bucharest,23.299999237060547°C
2025-02-01T15:45:00+02:00 Bucharest,23.299999237060547°C
2025-02-01T16:00:00+02:00 Bucharest,23.299999237060547°C
2025-02-01T16:10:17+02:00 Bucharest,23.200000762939453°C
2025-02-01T16:15:00+02:00 Bucharest,23.200000762939453°C
2025-02-01T16:30:00+02:00 Bucharest,23.200000762939453°C
2025-02-01T16:45:00+02:00 Bucharest,23.100000381469727°C
2025-02-01T16:50:17+02:00 Bucharest,23°C
2025-02-01T17:00:00+02:00 Bucharest,23°C
2025-02-01T17:15:00+02:00 Bucharest,23°C
2025-02-01T17:20:17+02:00 Bucharest,22.899999618530273°C
2025-02-01T17:30:00+02:00 Bucharest,22.899999618530273°C
2025-02-01T17:45:00+02:00 Bucharest,22.899999618530273°C
2025-02-01T18:00:00+02:00 Bucharest,22.899999618530273°C
2025-02-01T18:15:00+02:00 Bucharest,22.799999237060547°C
2025-02-01T18:20:17+02:00 Bucharest,23°C
2025-02-01T18:30:00+02:00 Bucharest,23°C
2025-02-01T18:40:17+02:00 Bucharest,23.600000381469727°C
2025-02-01T18:45:00+02:00 Bucharest,23.600000381469727°C
2025-02-01T19:00:00+02:00 Bucharest,23.600000381469727°C
2025-02-01T19:15:00+02:00 Bucharest,23.600000381469727°C
2025-02-01T19:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-01T19:45:00+02:00 Bucharest,23.600000381469727°C
2025-02-01T19:50:17+02:00 Bucharest,24°C
2025-02-01T20:00:00+02:00 Bucharest,24°C
2025-02-01T20:01:00+02:00 Bucharest,23.899999618530273°C
2025-02-01T20:15:00+02:00 Bucharest,23.899999618530273°C
2025-02-01T20:30:00+02:00 Bucharest,23.899999618530273°C
2025-02-01T20:45:00+02:00 Bucharest,23.799999237060547°C
2025-02-01T20:50:16+02:00 Bucharest,23.700000762939453°C
2025-02-01T21:00:00+02:00 Bucharest,23.700000762939453°C
2025-02-01T21:15:00+02:00 Bucharest,23.700000762939453°C
2025-02-01T21:30:00+02:00 Bucharest,23.700000762939453°C
2025-02-01T21:31:00+02:00 Bucharest,23.799999237060547°C
2025-02-01T21:45:00+02:00 Bucharest,23.799999237060547°C
2025-02-01T22:00:00+02:00 Bucharest,23.799999237060547°C
2025-02-01T22:15:00+02:00 Bucharest,23.899999618530273°C
2025-02-01T22:30:00+02:00 Bucharest,23.899999618530273°C
2025-02-01T22:45:00+02:00 Bucharest,23.899999618530273°C
2025-02-01T23:00:00+02:00 Bucharest,23.799999237060547°C
2025-02-01T23:10:16+02:00 Bucharest,23.700000762939453°C
2025-02-01T23:15:00+02:00 Bucharest,23.700000762939453°C
2025-02-01T23:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-01T23:45:00+02:00 Bucharest,23.600000381469727°C
2025-02-01T23:50:17+02:00 Bucharest,23.5°C
2025-02-02T00:00:00+02:00 Bucharest,23.5°C
2025-02-02T00:01:00+02:00 Bucharest,23.399999618530273°C
2025-02-02T00:15:00+02:00 Bucharest,23.399999618530273°C
2025-02-02T00:30:00+02:00 Bucharest,23.399999618530273°C
2025-02-02T00:45:00+02:00 Bucharest,23.399999618530273°C
2025-02-02T01:00:00+02:00 Bucharest,23.399999618530273°C
2025-02-02T01:15:00+02:00 Bucharest,23.299999237060547°C
2025-02-02T01:30:00+02:00 Bucharest,23.299999237060547°C
2025-02-02T01:31:00+02:00 Bucharest,23.100000381469727°C
2025-02-02T01:40:17+02:00 Bucharest,23°C
2025-02-02T01:45:00+02:00 Bucharest,23°C
2025-02-02T02:00:00+02:00 Bucharest,23°C
2025-02-02T02:15:00+02:00 Bucharest,23°C
2025-02-02T02:30:00+02:00 Bucharest,23°C
2025-02-02T02:45:00+02:00 Bucharest,23°C
2025-02-02T02:50:17+02:00 Bucharest,23.5°C
2025-02-02T03:00:00+02:00 Bucharest,23.5°C
2025-02-02T03:15:00+02:00 Bucharest,23.5°C
2025-02-02T03:20:16+02:00 Bucharest,24.200000762939453°C
2025-02-02T03:30:00+02:00 Bucharest,24.200000762939453°C
2025-02-02T03:40:17+02:00 Bucharest,24.299999237060547°C
2025-02-02T03:45:00+02:00 Bucharest,24.299999237060547°C
2025-02-02T04:00:00+02:00 Bucharest,24.299999237060547°C
2025-02-02T04:10:17+02:00 Bucharest,24.200000762939453°C
2025-02-02T04:15:00+02:00 Bucharest,24.200000762939453°C
2025-02-02T04:30:00+02:00 Bucharest,24.200000762939453°C
2025-02-02T04:45:00+02:00 Bucharest,24.100000381469727°C
2025-02-02T05:00:00+02:00 Bucharest,24.100000381469727°C
2025-02-02T05:01:00+02:00 Bucharest,23.799999237060547°C
2025-02-02T05:15:00+02:00 Bucharest,23.799999237060547°C
2025-02-02T05:30:00+02:00 Bucharest,23.799999237060547°C
2025-02-02T05:45:00+02:00 Bucharest,23.799999237060547°C
2025-02-02T06:00:00+02:00 Bucharest,23.799999237060547°C
2025-02-02T06:01:00+02:00 Bucharest,23.399999618530273°C
2025-02-02T06:15:00+02:00 Bucharest,23.399999618530273°C
2025-02-02T06:30:00+02:00 Bucharest,23.399999618530273°C
2025-02-02T06:45:00+02:00 Bucharest,23.399999618530273°C
2025-02-02T07:00:00+02:00 Bucharest,23.399999618530273°C
2025-02-02T07:01:00+02:00 Bucharest,23.100000381469727°C
2025-02-02T07:15:00+02:00 Bucharest,23.100000381469727°C
2025-02-02T07:30:00+02:00 Bucharest,23.100000381469727°C
2025-02-02T07:31:00+02:00 Bucharest,22.899999618530273°C
2025-02-02T07:45:00+02:00 Bucharest,22.899999618530273°C
2025-02-02T08:00:00+02:00 Bucharest,22.899999618530273°C
2025-02-02T08:15:00+02:00 Bucharest,22.799999237060547°C
2025-02-02T08:20:17+02:00 Bucharest,22.700000762939453°C
2025-02-02T08:30:00+02:00 Bucharest,22.700000762939453°C
2025-02-02T08:45:00+02:00 Bucharest,22.700000762939453°C
2025-02-02T09:00:00+02:00 Bucharest,22.700000762939453°C
2025-02-02T09:10:17+02:00 Bucharest,23.799999237060547°C
2025-02-02T09:15:00+02:00 Bucharest,23.799999237060547°C
2025-02-02T09:30:00+02:00 Bucharest,23.799999237060547°C
2025-02-02T09:40:17+02:00 Bucharest,24.299999237060547°C
2025-02-02T09:45:00+02:00 Bucharest,24.299999237060547°C
2025-02-02T10:00:00+02:00 Bucharest,24.299999237060547°C
2025-02-02T10:15:00+02:00 Bucharest,24.299999237060547°C
2025-02-02T10:20:16+02:00 Bucharest,24.100000381469727°C
2025-02-02T10:30:00+02:00 Bucharest,24.100000381469727°C
2025-02-02T10:45:00+02:00 Bucharest,24.100000381469727°C
