ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 mod:2024-04-12T14:40:25.267Z hisSize:49272 tz:"Bucharest" roomRef:@p:linkEdge:r:2d996b8c-aab4b9e7 "Site B Room 2nca" lorawanPoint maxVal:100 his minVal:0 humidity id:@p:linkEdge:r:2d9aaf5a-0aed8a0b "Site B Room 2 AQ Humidity" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T03:00:00+02:00 Bucharest innLinkEdge kind:"Number" unit:"%RH" sensor cur amSensorRef:@p:linkEdge:r:2d9aaf5a-6e83ede1 "Site B Room 2 AQ" curStatus:"ok" amSensorAM107ModelId:"_amSensorAM107_point:humidity" point curVal:44.5%RH disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9aaf5a-8fb5e82f "2 AQ" navName:"Humidity" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9aaf5a-6e83ede1 "Site B Room 2 AQ" hisStatus:"ok" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"humidity" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba"
2025-01-14T22:01:17+02:00 Bucharest,42.5%RH
2025-01-14T22:15:00+02:00 Bucharest,42.5%RH
2025-01-14T22:21:17+02:00 Bucharest,42%RH
2025-01-14T22:30:00+02:00 Bucharest,42%RH
2025-01-14T22:45:00+02:00 Bucharest,42%RH
2025-01-14T23:00:00+02:00 Bucharest,42%RH
2025-01-14T23:01:17+02:00 Bucharest,41.5%RH
2025-01-14T23:15:00+02:00 Bucharest,41.5%RH
2025-01-14T23:30:00+02:00 Bucharest,41.5%RH
2025-01-14T23:45:00+02:00 Bucharest,41.5%RH
2025-01-14T23:51:17+02:00 Bucharest,42%RH
2025-01-15T00:00:00+02:00 Bucharest,42%RH
2025-01-15T00:15:00+02:00 Bucharest,42%RH
2025-01-15T00:30:00+02:00 Bucharest,42%RH
2025-01-15T00:45:00+02:00 Bucharest,42%RH
2025-01-15T01:00:00+02:00 Bucharest,42%RH
2025-01-15T01:15:00+02:00 Bucharest,42%RH
2025-01-15T01:30:00+02:00 Bucharest,42%RH
2025-01-15T01:45:00+02:00 Bucharest,42%RH
2025-01-15T01:51:17+02:00 Bucharest,41.5%RH
2025-01-15T02:00:00+02:00 Bucharest,41.5%RH
2025-01-15T02:15:00+02:00 Bucharest,41.5%RH
2025-01-15T02:30:00+02:00 Bucharest,41.5%RH
2025-01-15T02:45:00+02:00 Bucharest,41.5%RH
2025-01-15T02:51:17+02:00 Bucharest,41%RH
2025-01-15T03:00:00+02:00 Bucharest,41%RH
2025-01-15T03:15:00+02:00 Bucharest,41%RH
2025-01-15T03:30:00+02:00 Bucharest,41%RH
2025-01-15T03:31:17+02:00 Bucharest,40.5%RH
2025-01-15T03:45:00+02:00 Bucharest,40.5%RH
2025-01-15T04:00:00+02:00 Bucharest,40.5%RH
2025-01-15T04:15:00+02:00 Bucharest,40.5%RH
2025-01-15T04:21:17+02:00 Bucharest,41%RH
2025-01-15T04:30:00+02:00 Bucharest,41%RH
2025-01-15T04:45:00+02:00 Bucharest,41%RH
2025-01-15T05:00:00+02:00 Bucharest,41%RH
2025-01-15T05:01:17+02:00 Bucharest,40.5%RH
2025-01-15T05:15:00+02:00 Bucharest,40.5%RH
2025-01-15T05:30:00+02:00 Bucharest,40.5%RH
2025-01-15T05:45:00+02:00 Bucharest,40.5%RH
2025-01-15T06:00:00+02:00 Bucharest,40.5%RH
2025-01-15T06:15:00+02:00 Bucharest,40.5%RH
2025-01-15T06:30:00+02:00 Bucharest,40.5%RH
2025-01-15T06:45:00+02:00 Bucharest,40.5%RH
2025-01-15T07:00:00+02:00 Bucharest,40.5%RH
2025-01-15T07:15:00+02:00 Bucharest,40.5%RH
2025-01-15T07:30:00+02:00 Bucharest,40.5%RH
2025-01-15T07:45:00+02:00 Bucharest,40.5%RH
2025-01-15T08:00:00+02:00 Bucharest,40.5%RH
2025-01-15T08:15:00+02:00 Bucharest,40.5%RH
2025-01-15T08:30:00+02:00 Bucharest,40.5%RH
2025-01-15T08:45:00+02:00 Bucharest,40.5%RH
2025-01-15T09:00:00+02:00 Bucharest,40.5%RH
2025-01-15T09:15:00+02:00 Bucharest,40.5%RH
2025-01-15T09:21:16+02:00 Bucharest,41%RH
2025-01-15T09:30:00+02:00 Bucharest,41%RH
2025-01-15T09:45:00+02:00 Bucharest,41%RH
2025-01-15T10:00:00+02:00 Bucharest,41%RH
2025-01-15T10:15:00+02:00 Bucharest,41%RH
2025-01-15T10:30:00+02:00 Bucharest,41%RH
2025-01-15T10:31:17+02:00 Bucharest,40.5%RH
2025-01-15T10:45:00+02:00 Bucharest,40.5%RH
2025-01-15T11:00:00+02:00 Bucharest,40.5%RH
2025-01-15T11:15:00+02:00 Bucharest,40.5%RH
2025-01-15T11:30:00+02:00 Bucharest,40.5%RH
2025-01-15T11:45:00+02:00 Bucharest,40.5%RH
2025-01-15T12:00:00+02:00 Bucharest,40.5%RH
2025-01-15T12:15:00+02:00 Bucharest,40.5%RH
2025-01-15T12:30:00+02:00 Bucharest,40.5%RH
2025-01-15T12:45:00+02:00 Bucharest,40.5%RH
2025-01-15T13:00:00+02:00 Bucharest,40.5%RH
2025-01-15T13:15:00+02:00 Bucharest,40.5%RH
2025-01-15T13:21:17+02:00 Bucharest,41%RH
2025-01-15T13:30:00+02:00 Bucharest,41%RH
2025-01-15T13:45:00+02:00 Bucharest,41%RH
2025-01-15T13:51:17+02:00 Bucharest,40%RH
2025-01-15T14:00:00+02:00 Bucharest,40%RH
2025-01-15T14:01:17+02:00 Bucharest,39.5%RH
2025-01-15T14:15:00+02:00 Bucharest,39.5%RH
2025-01-15T14:30:00+02:00 Bucharest,39.5%RH
2025-01-15T14:45:00+02:00 Bucharest,39.5%RH
2025-01-15T15:00:00+02:00 Bucharest,39.5%RH
2025-01-15T15:01:18+02:00 Bucharest,40%RH
2025-01-15T15:15:00+02:00 Bucharest,40%RH
2025-01-15T15:30:00+02:00 Bucharest,40%RH
2025-01-15T15:45:00+02:00 Bucharest,40%RH
2025-01-15T16:00:00+02:00 Bucharest,40%RH
2025-01-15T16:11:18+02:00 Bucharest,40.5%RH
2025-01-15T16:15:00+02:00 Bucharest,40.5%RH
2025-01-15T16:30:00+02:00 Bucharest,40.5%RH
2025-01-15T16:45:00+02:00 Bucharest,40.5%RH
2025-01-15T17:00:00+02:00 Bucharest,40.5%RH
2025-01-15T17:15:00+02:00 Bucharest,40.5%RH
2025-01-15T17:30:00+02:00 Bucharest,40.5%RH
2025-01-15T17:41:18+02:00 Bucharest,41%RH
2025-01-15T17:45:00+02:00 Bucharest,41%RH
2025-01-15T18:00:00+02:00 Bucharest,41%RH
2025-01-15T18:15:00+02:00 Bucharest,41%RH
2025-01-15T18:30:00+02:00 Bucharest,41%RH
2025-01-15T18:31:17+02:00 Bucharest,40%RH
2025-01-15T18:41:18+02:00 Bucharest,39.5%RH
2025-01-15T18:45:00+02:00 Bucharest,39.5%RH
2025-01-15T19:00:00+02:00 Bucharest,39.5%RH
2025-01-15T19:15:00+02:00 Bucharest,39.5%RH
2025-01-15T19:30:00+02:00 Bucharest,39.5%RH
2025-01-15T19:41:17+02:00 Bucharest,42%RH
2025-01-15T19:45:00+02:00 Bucharest,42%RH
2025-01-15T19:51:18+02:00 Bucharest,41.5%RH
2025-01-15T20:00:00+02:00 Bucharest,41.5%RH
2025-01-15T20:15:00+02:00 Bucharest,41.5%RH
2025-01-15T20:21:18+02:00 Bucharest,42%RH
2025-01-15T20:30:00+02:00 Bucharest,42%RH
2025-01-15T20:45:00+02:00 Bucharest,42%RH
2025-01-15T21:00:00+02:00 Bucharest,42%RH
2025-01-15T21:01:18+02:00 Bucharest,43.5%RH
2025-01-15T21:15:00+02:00 Bucharest,43.5%RH
2025-01-15T21:30:00+02:00 Bucharest,43.5%RH
2025-01-15T21:41:18+02:00 Bucharest,43%RH
2025-01-15T21:45:00+02:00 Bucharest,43%RH
2025-01-15T22:00:00+02:00 Bucharest,43%RH
2025-01-15T22:01:17+02:00 Bucharest,42.5%RH
2025-01-15T22:15:00+02:00 Bucharest,42.5%RH
2025-01-15T22:30:00+02:00 Bucharest,42.5%RH
2025-01-15T22:45:00+02:00 Bucharest,42.5%RH
2025-01-15T22:51:18+02:00 Bucharest,42%RH
2025-01-15T23:00:00+02:00 Bucharest,42%RH
2025-01-15T23:15:00+02:00 Bucharest,42%RH
2025-01-15T23:21:18+02:00 Bucharest,42.5%RH
2025-01-15T23:30:00+02:00 Bucharest,42.5%RH
2025-01-15T23:45:00+02:00 Bucharest,42.5%RH
2025-01-15T23:51:17+02:00 Bucharest,42%RH
2025-01-16T00:00:00+02:00 Bucharest,42%RH
2025-01-16T00:11:18+02:00 Bucharest,41.5%RH
2025-01-16T00:15:00+02:00 Bucharest,41.5%RH
2025-01-16T00:30:00+02:00 Bucharest,41.5%RH
2025-01-16T00:31:18+02:00 Bucharest,41%RH
2025-01-16T00:45:00+02:00 Bucharest,41%RH
2025-01-16T01:00:00+02:00 Bucharest,41%RH
2025-01-16T01:11:18+02:00 Bucharest,41.5%RH
2025-01-16T01:15:00+02:00 Bucharest,41.5%RH
2025-01-16T01:30:00+02:00 Bucharest,41.5%RH
2025-01-16T01:31:18+02:00 Bucharest,42%RH
2025-01-16T01:45:00+02:00 Bucharest,42%RH
2025-01-16T02:00:00+02:00 Bucharest,42%RH
2025-01-16T02:11:17+02:00 Bucharest,41.5%RH
2025-01-16T02:15:00+02:00 Bucharest,41.5%RH
2025-01-16T02:30:00+02:00 Bucharest,41.5%RH
2025-01-16T02:45:00+02:00 Bucharest,41.5%RH
2025-01-16T03:00:00+02:00 Bucharest,41.5%RH
2025-01-16T03:15:00+02:00 Bucharest,41.5%RH
2025-01-16T03:21:17+02:00 Bucharest,42%RH
2025-01-16T03:30:00+02:00 Bucharest,42%RH
2025-01-16T03:45:00+02:00 Bucharest,42%RH
2025-01-16T04:00:00+02:00 Bucharest,42%RH
2025-01-16T04:01:17+02:00 Bucharest,41.5%RH
2025-01-16T04:15:00+02:00 Bucharest,41.5%RH
2025-01-16T04:21:18+02:00 Bucharest,41%RH
2025-01-16T04:30:00+02:00 Bucharest,41%RH
2025-01-16T04:45:00+02:00 Bucharest,41%RH
2025-01-16T05:00:00+02:00 Bucharest,41%RH
2025-01-16T05:15:00+02:00 Bucharest,41%RH
2025-01-16T05:30:00+02:00 Bucharest,41%RH
2025-01-16T05:45:00+02:00 Bucharest,41%RH
2025-01-16T06:00:00+02:00 Bucharest,41%RH
2025-01-16T06:11:18+02:00 Bucharest,40.5%RH
2025-01-16T06:15:00+02:00 Bucharest,40.5%RH
2025-01-16T06:30:00+02:00 Bucharest,40.5%RH
2025-01-16T06:45:00+02:00 Bucharest,40.5%RH
2025-01-16T07:00:00+02:00 Bucharest,40.5%RH
2025-01-16T07:11:18+02:00 Bucharest,41%RH
2025-01-16T07:15:00+02:00 Bucharest,41%RH
2025-01-16T07:21:18+02:00 Bucharest,40.5%RH
2025-01-16T07:30:00+02:00 Bucharest,40.5%RH
2025-01-16T07:45:00+02:00 Bucharest,40.5%RH
2025-01-16T08:00:00+02:00 Bucharest,40.5%RH
2025-01-16T08:11:17+02:00 Bucharest,39.5%RH
2025-01-16T08:15:00+02:00 Bucharest,39.5%RH
2025-01-16T08:21:18+02:00 Bucharest,38.5%RH
2025-01-16T08:30:00+02:00 Bucharest,38.5%RH
2025-01-16T08:45:00+02:00 Bucharest,38.5%RH
2025-01-16T08:51:17+02:00 Bucharest,39%RH
2025-01-16T09:00:00+02:00 Bucharest,39%RH
2025-01-16T09:15:00+02:00 Bucharest,39%RH
2025-01-16T09:30:00+02:00 Bucharest,39%RH
2025-01-16T09:45:00+02:00 Bucharest,39%RH
2025-01-16T09:51:18+02:00 Bucharest,38.5%RH
2025-01-16T10:00:00+02:00 Bucharest,38.5%RH
2025-01-16T10:15:00+02:00 Bucharest,38.5%RH
2025-01-16T10:21:18+02:00 Bucharest,38%RH
2025-01-16T10:30:00+02:00 Bucharest,38%RH
2025-01-16T10:45:00+02:00 Bucharest,38%RH
2025-01-16T10:51:18+02:00 Bucharest,38.5%RH
2025-01-16T11:00:00+02:00 Bucharest,38.5%RH
2025-01-16T11:15:00+02:00 Bucharest,38.5%RH
2025-01-16T11:30:00+02:00 Bucharest,38.5%RH
2025-01-16T11:45:00+02:00 Bucharest,38.5%RH
2025-01-16T12:00:00+02:00 Bucharest,38.5%RH
2025-01-16T12:01:18+02:00 Bucharest,39%RH
2025-01-16T12:15:00+02:00 Bucharest,39%RH
2025-01-16T12:30:00+02:00 Bucharest,39%RH
2025-01-16T12:45:00+02:00 Bucharest,39%RH
2025-01-16T13:00:00+02:00 Bucharest,39%RH
2025-01-16T13:15:00+02:00 Bucharest,39%RH
2025-01-16T13:30:00+02:00 Bucharest,39%RH
2025-01-16T13:45:00+02:00 Bucharest,39%RH
2025-01-16T14:00:00+02:00 Bucharest,39%RH
2025-01-16T14:15:00+02:00 Bucharest,39%RH
2025-01-16T14:30:00+02:00 Bucharest,39%RH
2025-01-16T14:45:00+02:00 Bucharest,39%RH
2025-01-16T15:00:00+02:00 Bucharest,39%RH
2025-01-16T15:15:00+02:00 Bucharest,39%RH
2025-01-16T15:21:17+02:00 Bucharest,39.5%RH
2025-01-16T15:30:00+02:00 Bucharest,39.5%RH
2025-01-16T15:45:00+02:00 Bucharest,39.5%RH
2025-01-16T16:00:00+02:00 Bucharest,39.5%RH
2025-01-16T16:15:00+02:00 Bucharest,39.5%RH
2025-01-16T16:30:00+02:00 Bucharest,39.5%RH
2025-01-16T16:45:00+02:00 Bucharest,39.5%RH
2025-01-16T17:00:00+02:00 Bucharest,39.5%RH
2025-01-16T17:15:00+02:00 Bucharest,39.5%RH
2025-01-16T17:21:17+02:00 Bucharest,40%RH
2025-01-16T17:30:00+02:00 Bucharest,40%RH
2025-01-16T17:45:00+02:00 Bucharest,40%RH
2025-01-16T18:00:00+02:00 Bucharest,40%RH
2025-01-16T18:15:00+02:00 Bucharest,40%RH
2025-01-16T18:30:00+02:00 Bucharest,40%RH
2025-01-16T18:45:00+02:00 Bucharest,40%RH
2025-01-16T18:51:18+02:00 Bucharest,40.5%RH
2025-01-16T19:00:00+02:00 Bucharest,40.5%RH
2025-01-16T19:15:00+02:00 Bucharest,40.5%RH
2025-01-16T19:30:00+02:00 Bucharest,40.5%RH
2025-01-16T19:31:17+02:00 Bucharest,41%RH
2025-01-16T19:45:00+02:00 Bucharest,41%RH
2025-01-16T20:00:00+02:00 Bucharest,41%RH
2025-01-16T20:11:17+02:00 Bucharest,42.5%RH
2025-01-16T20:15:00+02:00 Bucharest,42.5%RH
2025-01-16T20:30:00+02:00 Bucharest,42.5%RH
2025-01-16T20:31:38+02:00 Bucharest,42%RH
2025-01-16T20:45:00+02:00 Bucharest,42%RH
2025-01-16T21:00:00+02:00 Bucharest,42%RH
2025-01-16T21:01:18+02:00 Bucharest,41.5%RH
2025-01-16T21:15:00+02:00 Bucharest,41.5%RH
2025-01-16T21:30:00+02:00 Bucharest,41.5%RH
2025-01-16T21:45:00+02:00 Bucharest,41.5%RH
2025-01-16T22:00:00+02:00 Bucharest,41.5%RH
2025-01-16T22:15:00+02:00 Bucharest,41.5%RH
2025-01-16T22:21:18+02:00 Bucharest,42.5%RH
2025-01-16T22:30:00+02:00 Bucharest,42.5%RH
2025-01-16T22:45:00+02:00 Bucharest,42.5%RH
2025-01-16T22:51:18+02:00 Bucharest,42%RH
2025-01-16T23:00:00+02:00 Bucharest,42%RH
2025-01-16T23:15:00+02:00 Bucharest,42%RH
2025-01-16T23:30:00+02:00 Bucharest,42%RH
2025-01-16T23:31:18+02:00 Bucharest,41.5%RH
2025-01-16T23:45:00+02:00 Bucharest,41.5%RH
2025-01-16T23:51:17+02:00 Bucharest,41%RH
2025-01-17T00:00:00+02:00 Bucharest,41%RH
2025-01-17T00:15:00+02:00 Bucharest,41%RH
2025-01-17T00:30:00+02:00 Bucharest,41%RH
2025-01-17T00:45:00+02:00 Bucharest,41%RH
2025-01-17T01:00:00+02:00 Bucharest,41%RH
2025-01-17T01:01:17+02:00 Bucharest,41.5%RH
2025-01-17T01:15:00+02:00 Bucharest,41.5%RH
2025-01-17T01:30:00+02:00 Bucharest,41.5%RH
2025-01-17T01:45:00+02:00 Bucharest,41.5%RH
2025-01-17T02:00:00+02:00 Bucharest,41.5%RH
2025-01-17T02:15:00+02:00 Bucharest,41.5%RH
2025-01-17T02:30:00+02:00 Bucharest,41.5%RH
2025-01-17T02:45:00+02:00 Bucharest,41.5%RH
2025-01-17T03:00:00+02:00 Bucharest,41.5%RH
2025-01-17T03:15:00+02:00 Bucharest,41.5%RH
2025-01-17T03:30:00+02:00 Bucharest,41.5%RH
2025-01-17T03:41:18+02:00 Bucharest,40%RH
2025-01-17T03:45:00+02:00 Bucharest,40%RH
2025-01-17T04:00:00+02:00 Bucharest,40%RH
2025-01-17T04:15:00+02:00 Bucharest,40%RH
2025-01-17T04:30:00+02:00 Bucharest,40%RH
2025-01-17T04:31:17+02:00 Bucharest,40.5%RH
2025-01-17T04:45:00+02:00 Bucharest,40.5%RH
2025-01-17T05:00:00+02:00 Bucharest,40.5%RH
2025-01-17T05:15:00+02:00 Bucharest,40.5%RH
2025-01-17T05:30:00+02:00 Bucharest,40.5%RH
2025-01-17T05:45:00+02:00 Bucharest,40.5%RH
2025-01-17T06:00:00+02:00 Bucharest,40.5%RH
2025-01-17T06:15:00+02:00 Bucharest,40.5%RH
2025-01-17T06:21:17+02:00 Bucharest,40%RH
2025-01-17T06:30:00+02:00 Bucharest,40%RH
2025-01-17T06:45:00+02:00 Bucharest,40%RH
2025-01-17T07:00:00+02:00 Bucharest,40%RH
2025-01-17T07:15:00+02:00 Bucharest,40%RH
2025-01-17T07:21:18+02:00 Bucharest,40.5%RH
2025-01-17T07:30:00+02:00 Bucharest,40.5%RH
2025-01-17T07:45:00+02:00 Bucharest,40.5%RH
2025-01-17T07:51:18+02:00 Bucharest,40%RH
2025-01-17T08:00:00+02:00 Bucharest,40%RH
2025-01-17T08:11:17+02:00 Bucharest,39.5%RH
2025-01-17T08:15:00+02:00 Bucharest,39.5%RH
2025-01-17T08:30:00+02:00 Bucharest,39.5%RH
2025-01-17T08:45:00+02:00 Bucharest,39.5%RH
2025-01-17T09:00:00+02:00 Bucharest,39.5%RH
2025-01-17T09:15:00+02:00 Bucharest,39.5%RH
2025-01-17T09:21:17+02:00 Bucharest,39%RH
2025-01-17T09:30:00+02:00 Bucharest,39%RH
2025-01-17T09:45:00+02:00 Bucharest,39%RH
2025-01-17T10:00:00+02:00 Bucharest,39%RH
2025-01-17T10:01:17+02:00 Bucharest,39.5%RH
2025-01-17T10:15:00+02:00 Bucharest,39.5%RH
2025-01-17T10:30:00+02:00 Bucharest,39.5%RH
2025-01-17T10:45:00+02:00 Bucharest,39.5%RH
2025-01-17T11:00:00+02:00 Bucharest,39.5%RH
2025-01-17T11:15:00+02:00 Bucharest,39.5%RH
2025-01-17T11:30:00+02:00 Bucharest,39.5%RH
2025-01-17T11:45:00+02:00 Bucharest,39.5%RH
2025-01-17T12:00:00+02:00 Bucharest,39.5%RH
2025-01-17T12:15:00+02:00 Bucharest,39.5%RH
2025-01-17T12:30:00+02:00 Bucharest,39.5%RH
2025-01-17T12:45:00+02:00 Bucharest,39.5%RH
2025-01-17T12:51:17+02:00 Bucharest,40%RH
2025-01-17T13:00:00+02:00 Bucharest,40%RH
2025-01-17T13:01:17+02:00 Bucharest,39.5%RH
2025-01-17T13:15:00+02:00 Bucharest,39.5%RH
2025-01-17T13:30:00+02:00 Bucharest,39.5%RH
2025-01-17T13:45:00+02:00 Bucharest,39.5%RH
2025-01-17T14:00:00+02:00 Bucharest,39.5%RH
2025-01-17T14:15:00+02:00 Bucharest,39.5%RH
2025-01-17T14:30:00+02:00 Bucharest,39.5%RH
2025-01-17T14:45:00+02:00 Bucharest,39.5%RH
2025-01-17T15:00:00+02:00 Bucharest,39.5%RH
2025-01-17T15:01:18+02:00 Bucharest,39%RH
2025-01-17T15:15:00+02:00 Bucharest,39%RH
2025-01-17T15:30:00+02:00 Bucharest,39%RH
2025-01-17T15:31:17+02:00 Bucharest,39.5%RH
2025-01-17T15:45:00+02:00 Bucharest,39.5%RH
2025-01-17T16:00:00+02:00 Bucharest,39.5%RH
2025-01-17T16:15:00+02:00 Bucharest,39.5%RH
2025-01-17T16:30:00+02:00 Bucharest,39.5%RH
2025-01-17T16:45:00+02:00 Bucharest,39.5%RH
2025-01-17T17:00:00+02:00 Bucharest,39.5%RH
2025-01-17T17:15:00+02:00 Bucharest,39.5%RH
2025-01-17T17:30:00+02:00 Bucharest,39.5%RH
2025-01-17T17:45:00+02:00 Bucharest,39.5%RH
2025-01-17T18:00:00+02:00 Bucharest,39.5%RH
2025-01-17T18:11:17+02:00 Bucharest,40%RH
2025-01-17T18:15:00+02:00 Bucharest,40%RH
2025-01-17T18:30:00+02:00 Bucharest,40%RH
2025-01-17T18:45:00+02:00 Bucharest,40%RH
2025-01-17T19:00:00+02:00 Bucharest,40%RH
2025-01-17T19:11:18+02:00 Bucharest,39.5%RH
2025-01-17T19:15:00+02:00 Bucharest,39.5%RH
2025-01-17T19:30:00+02:00 Bucharest,39.5%RH
2025-01-17T19:45:00+02:00 Bucharest,39.5%RH
2025-01-17T20:00:00+02:00 Bucharest,39.5%RH
2025-01-17T20:15:00+02:00 Bucharest,39.5%RH
2025-01-17T20:30:00+02:00 Bucharest,39.5%RH
2025-01-17T20:41:17+02:00 Bucharest,39%RH
2025-01-17T20:45:00+02:00 Bucharest,39%RH
2025-01-17T21:00:00+02:00 Bucharest,39%RH
2025-01-17T21:11:17+02:00 Bucharest,40%RH
2025-01-17T21:15:00+02:00 Bucharest,40%RH
2025-01-17T21:30:00+02:00 Bucharest,40%RH
2025-01-17T21:31:17+02:00 Bucharest,39.5%RH
2025-01-17T21:45:00+02:00 Bucharest,39.5%RH
2025-01-17T22:00:00+02:00 Bucharest,39.5%RH
2025-01-17T22:15:00+02:00 Bucharest,39.5%RH
2025-01-17T22:21:17+02:00 Bucharest,39%RH
2025-01-17T22:30:00+02:00 Bucharest,39%RH
2025-01-17T22:45:00+02:00 Bucharest,39%RH
2025-01-17T23:00:00+02:00 Bucharest,39%RH
2025-01-17T23:15:00+02:00 Bucharest,39%RH
2025-01-17T23:30:00+02:00 Bucharest,39%RH
2025-01-17T23:45:00+02:00 Bucharest,39%RH
2025-01-18T00:00:00+02:00 Bucharest,39%RH
2025-01-18T00:15:00+02:00 Bucharest,39%RH
2025-01-18T00:30:00+02:00 Bucharest,39%RH
2025-01-18T00:31:17+02:00 Bucharest,39.5%RH
2025-01-18T00:45:00+02:00 Bucharest,39.5%RH
2025-01-18T01:00:00+02:00 Bucharest,39.5%RH
2025-01-18T01:01:17+02:00 Bucharest,40.5%RH
2025-01-18T01:15:00+02:00 Bucharest,40.5%RH
2025-01-18T01:30:00+02:00 Bucharest,40.5%RH
2025-01-18T01:45:00+02:00 Bucharest,40.5%RH
2025-01-18T02:00:00+02:00 Bucharest,40.5%RH
2025-01-18T02:15:00+02:00 Bucharest,40.5%RH
2025-01-18T02:30:00+02:00 Bucharest,40.5%RH
2025-01-18T02:45:00+02:00 Bucharest,40.5%RH
2025-01-18T03:00:00+02:00 Bucharest,40.5%RH
2025-01-18T03:15:00+02:00 Bucharest,40.5%RH
2025-01-18T03:30:00+02:00 Bucharest,40.5%RH
2025-01-18T03:31:17+02:00 Bucharest,40%RH
2025-01-18T03:45:00+02:00 Bucharest,40%RH
2025-01-18T04:00:00+02:00 Bucharest,40%RH
2025-01-18T04:11:18+02:00 Bucharest,39.5%RH
2025-01-18T04:15:00+02:00 Bucharest,39.5%RH
2025-01-18T04:30:00+02:00 Bucharest,39.5%RH
2025-01-18T04:41:17+02:00 Bucharest,39%RH
2025-01-18T04:45:00+02:00 Bucharest,39%RH
2025-01-18T05:00:00+02:00 Bucharest,39%RH
2025-01-18T05:15:00+02:00 Bucharest,39%RH
2025-01-18T05:30:00+02:00 Bucharest,39%RH
2025-01-18T05:45:00+02:00 Bucharest,39%RH
2025-01-18T05:51:17+02:00 Bucharest,39.5%RH
2025-01-18T06:00:00+02:00 Bucharest,39.5%RH
2025-01-18T06:15:00+02:00 Bucharest,39.5%RH
2025-01-18T06:30:00+02:00 Bucharest,39.5%RH
2025-01-18T06:45:00+02:00 Bucharest,39.5%RH
2025-01-18T07:00:00+02:00 Bucharest,39.5%RH
2025-01-18T07:15:00+02:00 Bucharest,39.5%RH
2025-01-18T07:30:00+02:00 Bucharest,39.5%RH
2025-01-18T07:45:00+02:00 Bucharest,39.5%RH
2025-01-18T08:00:00+02:00 Bucharest,39.5%RH
2025-01-18T08:01:17+02:00 Bucharest,39%RH
2025-01-18T08:15:00+02:00 Bucharest,39%RH
2025-01-18T08:30:00+02:00 Bucharest,39%RH
2025-01-18T08:41:17+02:00 Bucharest,38.5%RH
2025-01-18T08:45:00+02:00 Bucharest,38.5%RH
2025-01-18T09:00:00+02:00 Bucharest,38.5%RH
2025-01-18T09:15:00+02:00 Bucharest,38.5%RH
2025-01-18T09:30:00+02:00 Bucharest,38.5%RH
2025-01-18T09:45:00+02:00 Bucharest,38.5%RH
2025-01-18T10:00:00+02:00 Bucharest,38.5%RH
2025-01-18T10:01:17+02:00 Bucharest,38%RH
2025-01-18T10:15:00+02:00 Bucharest,38%RH
2025-01-18T10:30:00+02:00 Bucharest,38%RH
2025-01-18T10:45:00+02:00 Bucharest,38%RH
2025-01-18T11:00:00+02:00 Bucharest,38%RH
2025-01-18T11:15:00+02:00 Bucharest,38%RH
2025-01-18T11:30:00+02:00 Bucharest,38%RH
2025-01-18T11:45:00+02:00 Bucharest,38%RH
2025-01-18T11:51:17+02:00 Bucharest,38.5%RH
2025-01-18T12:00:00+02:00 Bucharest,38.5%RH
2025-01-18T12:15:00+02:00 Bucharest,38.5%RH
2025-01-18T12:30:00+02:00 Bucharest,38.5%RH
2025-01-18T12:31:17+02:00 Bucharest,37.5%RH
2025-01-18T12:45:00+02:00 Bucharest,37.5%RH
2025-01-18T13:00:00+02:00 Bucharest,37.5%RH
2025-01-18T13:15:00+02:00 Bucharest,37.5%RH
2025-01-18T13:21:17+02:00 Bucharest,35.5%RH
2025-01-18T13:30:00+02:00 Bucharest,35.5%RH
2025-01-18T13:45:00+02:00 Bucharest,35.5%RH
2025-01-18T14:00:00+02:00 Bucharest,35.5%RH
2025-01-18T14:11:17+02:00 Bucharest,35%RH
2025-01-18T14:15:00+02:00 Bucharest,35%RH
2025-01-18T14:21:17+02:00 Bucharest,35.5%RH
2025-01-18T14:30:00+02:00 Bucharest,35.5%RH
2025-01-18T14:45:00+02:00 Bucharest,35.5%RH
2025-01-18T15:00:00+02:00 Bucharest,35.5%RH
2025-01-18T15:15:00+02:00 Bucharest,35.5%RH
2025-01-18T15:30:00+02:00 Bucharest,35.5%RH
2025-01-18T15:31:17+02:00 Bucharest,36.5%RH
2025-01-18T15:45:00+02:00 Bucharest,36.5%RH
2025-01-18T15:51:17+02:00 Bucharest,37.5%RH
2025-01-18T16:00:00+02:00 Bucharest,37.5%RH
2025-01-18T16:11:18+02:00 Bucharest,34.5%RH
2025-01-18T16:15:00+02:00 Bucharest,34.5%RH
