ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 mod:2024-04-12T14:40:25.267Z hisSize:49272 tz:"Bucharest" roomRef:@p:linkEdge:r:2d996b8c-aab4b9e7 "Site B Room 2nca" lorawanPoint maxVal:100 his minVal:0 humidity id:@p:linkEdge:r:2d9aaf5a-0aed8a0b "Site B Room 2 AQ Humidity" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T03:00:00+02:00 Bucharest innLinkEdge kind:"Number" unit:"%RH" sensor cur amSensorRef:@p:linkEdge:r:2d9aaf5a-6e83ede1 "Site B Room 2 AQ" curStatus:"ok" amSensorAM107ModelId:"_amSensorAM107_point:humidity" point curVal:44.5%RH disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9aaf5a-8fb5e82f "2 AQ" navName:"Humidity" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9aaf5a-6e83ede1 "Site B Room 2 AQ" hisStatus:"ok" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"humidity" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba"
2025-04-05T13:00:00+03:00 Bucharest,49%RH
2025-04-05T13:14:17+03:00 Bucharest,48.5%RH
2025-04-05T13:15:00+03:00 Bucharest,48.5%RH
2025-04-05T13:30:00+03:00 Bucharest,48.5%RH
2025-04-05T13:44:17+03:00 Bucharest,48%RH
2025-04-05T13:45:00+03:00 Bucharest,48%RH
2025-04-05T14:00:00+03:00 Bucharest,48%RH
2025-04-05T14:04:17+03:00 Bucharest,48.5%RH
2025-04-05T14:15:00+03:00 Bucharest,48.5%RH
2025-04-05T14:30:00+03:00 Bucharest,48.5%RH
2025-04-05T14:45:00+03:00 Bucharest,48.5%RH
2025-04-05T15:00:00+03:00 Bucharest,48.5%RH
2025-04-05T15:15:00+03:00 Bucharest,48.5%RH
2025-04-05T15:30:00+03:00 Bucharest,48.5%RH
2025-04-05T15:44:18+03:00 Bucharest,49%RH
2025-04-05T15:45:00+03:00 Bucharest,49%RH
2025-04-05T16:00:00+03:00 Bucharest,49%RH
2025-04-05T16:15:00+03:00 Bucharest,49%RH
2025-04-05T16:30:00+03:00 Bucharest,49%RH
2025-04-05T16:45:00+03:00 Bucharest,49%RH
2025-04-05T17:00:00+03:00 Bucharest,49%RH
2025-04-05T17:15:00+03:00 Bucharest,49%RH
2025-04-05T17:30:00+03:00 Bucharest,49%RH
2025-04-05T17:34:18+03:00 Bucharest,49.5%RH
2025-04-05T17:45:00+03:00 Bucharest,49.5%RH
2025-04-05T18:00:00+03:00 Bucharest,49.5%RH
2025-04-05T18:15:00+03:00 Bucharest,49.5%RH
2025-04-05T18:30:00+03:00 Bucharest,49.5%RH
2025-04-05T18:34:18+03:00 Bucharest,50%RH
2025-04-05T18:45:00+03:00 Bucharest,50%RH
2025-04-05T19:00:00+03:00 Bucharest,50%RH
2025-04-05T19:15:00+03:00 Bucharest,50%RH
2025-04-05T19:30:00+03:00 Bucharest,50%RH
2025-04-05T19:45:00+03:00 Bucharest,50%RH
2025-04-05T20:00:00+03:00 Bucharest,50%RH
2025-04-05T20:15:00+03:00 Bucharest,50%RH
2025-04-05T20:30:00+03:00 Bucharest,50%RH
2025-04-05T20:45:00+03:00 Bucharest,50%RH
2025-04-05T21:00:00+03:00 Bucharest,50%RH
2025-04-05T21:15:00+03:00 Bucharest,50%RH
2025-04-05T21:30:00+03:00 Bucharest,50%RH
2025-04-05T21:45:00+03:00 Bucharest,50%RH
2025-04-05T22:00:00+03:00 Bucharest,50%RH
2025-04-05T22:15:00+03:00 Bucharest,50%RH
2025-04-05T22:30:00+03:00 Bucharest,50%RH
2025-04-05T22:45:00+03:00 Bucharest,50%RH
2025-04-05T22:54:18+03:00 Bucharest,50.5%RH
2025-04-05T23:00:00+03:00 Bucharest,50.5%RH
2025-04-05T23:15:00+03:00 Bucharest,50.5%RH
2025-04-05T23:30:00+03:00 Bucharest,50.5%RH
2025-04-05T23:45:00+03:00 Bucharest,50.5%RH
2025-04-05T23:54:18+03:00 Bucharest,51.5%RH
2025-04-06T00:00:00+03:00 Bucharest,51.5%RH
2025-04-06T00:04:18+03:00 Bucharest,52%RH
2025-04-06T00:15:00+03:00 Bucharest,52%RH
2025-04-06T00:24:18+03:00 Bucharest,52.5%RH
2025-04-06T00:30:00+03:00 Bucharest,52.5%RH
2025-04-06T00:45:00+03:00 Bucharest,52.5%RH
2025-04-06T01:00:00+03:00 Bucharest,52.5%RH
2025-04-06T01:04:18+03:00 Bucharest,53%RH
2025-04-06T01:14:18+03:00 Bucharest,52.5%RH
2025-04-06T01:15:00+03:00 Bucharest,52.5%RH
2025-04-06T01:30:00+03:00 Bucharest,52.5%RH
2025-04-06T01:45:00+03:00 Bucharest,52.5%RH
2025-04-06T02:15:00+03:00 Bucharest,52.5%RH
2025-04-06T02:30:00+03:00 Bucharest,52.5%RH
2025-04-06T02:45:00+03:00 Bucharest,52.5%RH
2025-04-06T03:00:00+03:00 Bucharest,52.5%RH
2025-04-06T03:15:00+03:00 Bucharest,52.5%RH
2025-04-06T03:30:00+03:00 Bucharest,52.5%RH
2025-04-06T03:34:18+03:00 Bucharest,52%RH
2025-04-06T03:44:17+03:00 Bucharest,51.5%RH
2025-04-06T03:45:00+03:00 Bucharest,51.5%RH
2025-04-06T03:54:17+03:00 Bucharest,51%RH
2025-04-06T04:00:00+03:00 Bucharest,51%RH
2025-04-06T04:15:00+03:00 Bucharest,51%RH
2025-04-06T04:30:00+03:00 Bucharest,51%RH
2025-04-06T04:34:18+03:00 Bucharest,50.5%RH
2025-04-06T04:45:00+03:00 Bucharest,50.5%RH
2025-04-06T05:00:00+03:00 Bucharest,50.5%RH
2025-04-06T05:15:00+03:00 Bucharest,50.5%RH
2025-04-06T05:30:00+03:00 Bucharest,50.5%RH
2025-04-06T05:45:00+03:00 Bucharest,50.5%RH
2025-04-06T06:00:00+03:00 Bucharest,50.5%RH
2025-04-06T06:15:00+03:00 Bucharest,50.5%RH
2025-04-06T06:24:18+03:00 Bucharest,51%RH
2025-04-06T06:30:00+03:00 Bucharest,51%RH
2025-04-06T06:45:00+03:00 Bucharest,51%RH
2025-04-06T07:00:00+03:00 Bucharest,51%RH
2025-04-06T07:15:00+03:00 Bucharest,51%RH
2025-04-06T07:30:00+03:00 Bucharest,51%RH
2025-04-06T07:45:00+03:00 Bucharest,51%RH
2025-04-06T08:00:00+03:00 Bucharest,51%RH
2025-04-06T08:15:00+03:00 Bucharest,51%RH
2025-04-06T08:30:00+03:00 Bucharest,51%RH
2025-04-06T08:45:00+03:00 Bucharest,51%RH
2025-04-06T09:00:00+03:00 Bucharest,51%RH
2025-04-06T09:15:00+03:00 Bucharest,51%RH
2025-04-06T09:45:00+03:00 Bucharest,51%RH
2025-04-06T10:00:00+03:00 Bucharest,51%RH
2025-04-06T10:15:00+03:00 Bucharest,51%RH
2025-04-06T10:24:17+03:00 Bucharest,50.5%RH
2025-04-06T10:30:00+03:00 Bucharest,50.5%RH
2025-04-06T10:45:00+03:00 Bucharest,50.5%RH
2025-04-06T10:54:18+03:00 Bucharest,50%RH
2025-04-06T11:00:00+03:00 Bucharest,50%RH
2025-04-06T11:04:17+03:00 Bucharest,49.5%RH
2025-04-06T11:14:18+03:00 Bucharest,49%RH
2025-04-06T11:15:00+03:00 Bucharest,49%RH
2025-04-06T11:30:00+03:00 Bucharest,49%RH
2025-04-06T11:45:00+03:00 Bucharest,49%RH
2025-04-06T12:00:00+03:00 Bucharest,49%RH
2025-04-06T12:15:00+03:00 Bucharest,49%RH
2025-04-06T12:30:00+03:00 Bucharest,49%RH
2025-04-06T12:45:00+03:00 Bucharest,49%RH
2025-04-06T13:00:00+03:00 Bucharest,49%RH
2025-04-06T13:15:00+03:00 Bucharest,49%RH
2025-04-06T13:30:00+03:00 Bucharest,49%RH
2025-04-06T13:34:18+03:00 Bucharest,49.5%RH
2025-04-06T13:45:00+03:00 Bucharest,49.5%RH
2025-04-06T14:00:00+03:00 Bucharest,49.5%RH
2025-04-06T14:15:00+03:00 Bucharest,49.5%RH
2025-04-06T14:30:00+03:00 Bucharest,49.5%RH
2025-04-06T14:45:00+03:00 Bucharest,49.5%RH
2025-04-06T15:00:00+03:00 Bucharest,49.5%RH
2025-04-06T15:14:17+03:00 Bucharest,50%RH
2025-04-06T15:15:00+03:00 Bucharest,50%RH
2025-04-06T15:30:00+03:00 Bucharest,50%RH
2025-04-06T15:45:00+03:00 Bucharest,50%RH
2025-04-06T15:54:17+03:00 Bucharest,49.5%RH
2025-04-06T16:00:00+03:00 Bucharest,49.5%RH
2025-04-06T16:14:18+03:00 Bucharest,49%RH
2025-04-06T16:15:00+03:00 Bucharest,49%RH
2025-04-06T16:30:00+03:00 Bucharest,49%RH
2025-04-06T16:44:18+03:00 Bucharest,48.5%RH
2025-04-06T16:45:00+03:00 Bucharest,48.5%RH
2025-04-06T17:00:00+03:00 Bucharest,48.5%RH
2025-04-06T17:15:00+03:00 Bucharest,48.5%RH
2025-04-06T17:30:00+03:00 Bucharest,48.5%RH
2025-04-06T17:45:00+03:00 Bucharest,48.5%RH
2025-04-06T18:00:00+03:00 Bucharest,48.5%RH
2025-04-06T18:04:18+03:00 Bucharest,49%RH
2025-04-06T18:15:00+03:00 Bucharest,49%RH
2025-04-06T18:30:00+03:00 Bucharest,49%RH
2025-04-06T18:45:00+03:00 Bucharest,49%RH
2025-04-06T19:00:00+03:00 Bucharest,49%RH
2025-04-06T19:04:18+03:00 Bucharest,49.5%RH
2025-04-06T19:15:00+03:00 Bucharest,49.5%RH
2025-04-06T19:30:00+03:00 Bucharest,49.5%RH
2025-04-06T19:34:17+03:00 Bucharest,50%RH
2025-04-06T19:45:00+03:00 Bucharest,50%RH
2025-04-06T20:00:00+03:00 Bucharest,50%RH
2025-04-06T20:15:00+03:00 Bucharest,50%RH
2025-04-06T20:30:00+03:00 Bucharest,50%RH
2025-04-06T20:44:17+03:00 Bucharest,51%RH
2025-04-06T20:45:00+03:00 Bucharest,51%RH
2025-04-06T21:00:00+03:00 Bucharest,51%RH
2025-04-06T21:04:18+03:00 Bucharest,51.5%RH
2025-04-06T21:15:00+03:00 Bucharest,51.5%RH
2025-04-06T21:30:00+03:00 Bucharest,51.5%RH
2025-04-06T21:34:17+03:00 Bucharest,52%RH
2025-04-06T21:45:00+03:00 Bucharest,52%RH
2025-04-06T21:54:18+03:00 Bucharest,51.5%RH
2025-04-06T22:00:00+03:00 Bucharest,51.5%RH
2025-04-06T22:15:00+03:00 Bucharest,51.5%RH
2025-04-06T22:24:18+03:00 Bucharest,52%RH
2025-04-06T22:30:00+03:00 Bucharest,52%RH
2025-04-06T22:45:00+03:00 Bucharest,52%RH
2025-04-06T23:00:00+03:00 Bucharest,52%RH
2025-04-06T23:15:00+03:00 Bucharest,52%RH
2025-04-06T23:30:00+03:00 Bucharest,52%RH
2025-04-06T23:45:00+03:00 Bucharest,52%RH
2025-04-07T00:00:00+03:00 Bucharest,52%RH
2025-04-07T00:15:00+03:00 Bucharest,52%RH
2025-04-07T00:30:00+03:00 Bucharest,52%RH
2025-04-07T00:45:00+03:00 Bucharest,52%RH
2025-04-07T01:00:00+03:00 Bucharest,52%RH
2025-04-07T01:14:17+03:00 Bucharest,51.5%RH
2025-04-07T01:15:00+03:00 Bucharest,51.5%RH
2025-04-07T01:30:00+03:00 Bucharest,51.5%RH
2025-04-07T01:45:00+03:00 Bucharest,51.5%RH
2025-04-07T02:00:00+03:00 Bucharest,51.5%RH
2025-04-07T02:14:17+03:00 Bucharest,51%RH
2025-04-07T02:15:00+03:00 Bucharest,51%RH
2025-04-07T02:30:00+03:00 Bucharest,51%RH
2025-04-07T02:44:18+03:00 Bucharest,50.5%RH
2025-04-07T02:45:00+03:00 Bucharest,50.5%RH
2025-04-07T03:00:00+03:00 Bucharest,50.5%RH
2025-04-07T03:04:17+03:00 Bucharest,50%RH
2025-04-07T03:15:00+03:00 Bucharest,50%RH
2025-04-07T03:30:00+03:00 Bucharest,50%RH
2025-04-07T03:45:00+03:00 Bucharest,50%RH
2025-04-07T04:00:00+03:00 Bucharest,50%RH
2025-04-07T04:15:00+03:00 Bucharest,50%RH
2025-04-07T04:30:00+03:00 Bucharest,50%RH
2025-04-07T04:45:00+03:00 Bucharest,50%RH
2025-04-07T05:00:00+03:00 Bucharest,50%RH
2025-04-07T05:15:00+03:00 Bucharest,50%RH
2025-04-07T05:30:00+03:00 Bucharest,50%RH
2025-04-07T05:45:00+03:00 Bucharest,50%RH
2025-04-07T06:00:00+03:00 Bucharest,50%RH
2025-04-07T06:15:00+03:00 Bucharest,50%RH
2025-04-07T06:30:00+03:00 Bucharest,50%RH
2025-04-07T06:45:00+03:00 Bucharest,50%RH
2025-04-07T06:54:18+03:00 Bucharest,49.5%RH
2025-04-07T07:00:00+03:00 Bucharest,49.5%RH
2025-04-07T07:04:17+03:00 Bucharest,50%RH
2025-04-07T07:15:00+03:00 Bucharest,50%RH
2025-04-07T07:30:00+03:00 Bucharest,50%RH
2025-04-07T07:34:17+03:00 Bucharest,49.5%RH
2025-04-07T07:44:17+03:00 Bucharest,49%RH
2025-04-07T07:45:00+03:00 Bucharest,49%RH
2025-04-07T08:00:00+03:00 Bucharest,49%RH
2025-04-07T08:04:18+03:00 Bucharest,48.5%RH
2025-04-07T08:15:00+03:00 Bucharest,48.5%RH
2025-04-07T08:30:00+03:00 Bucharest,48.5%RH
2025-04-07T08:45:00+03:00 Bucharest,48.5%RH
2025-04-07T09:00:00+03:00 Bucharest,48.5%RH
2025-04-07T09:15:00+03:00 Bucharest,48.5%RH
2025-04-07T09:30:00+03:00 Bucharest,48.5%RH
2025-04-07T09:45:00+03:00 Bucharest,48.5%RH
2025-04-07T09:54:18+03:00 Bucharest,49%RH
2025-04-07T10:00:00+03:00 Bucharest,49%RH
2025-04-07T10:15:00+03:00 Bucharest,49%RH
2025-04-07T10:30:00+03:00 Bucharest,49%RH
2025-04-07T10:45:00+03:00 Bucharest,49%RH
2025-04-07T11:00:00+03:00 Bucharest,49%RH
2025-04-07T11:14:17+03:00 Bucharest,48.5%RH
2025-04-07T11:15:00+03:00 Bucharest,48.5%RH
2025-04-07T11:30:00+03:00 Bucharest,48.5%RH
2025-04-07T11:34:18+03:00 Bucharest,48%RH
2025-04-07T11:45:00+03:00 Bucharest,48%RH
2025-04-07T11:54:17+03:00 Bucharest,47.5%RH
2025-04-07T12:00:00+03:00 Bucharest,47.5%RH
2025-04-07T12:15:00+03:00 Bucharest,47.5%RH
2025-04-07T12:30:00+03:00 Bucharest,47.5%RH
2025-04-07T12:45:00+03:00 Bucharest,47.5%RH
2025-04-07T12:54:18+03:00 Bucharest,47%RH
2025-04-07T13:00:00+03:00 Bucharest,47%RH
2025-04-07T13:04:17+03:00 Bucharest,47.5%RH
2025-04-07T13:15:00+03:00 Bucharest,47.5%RH
2025-04-07T13:30:00+03:00 Bucharest,47.5%RH
2025-04-07T13:45:00+03:00 Bucharest,47.5%RH
2025-04-07T13:54:17+03:00 Bucharest,48%RH
2025-04-07T14:00:00+03:00 Bucharest,48%RH
2025-04-07T14:14:17+03:00 Bucharest,48.5%RH
2025-04-07T14:15:00+03:00 Bucharest,48.5%RH
2025-04-07T14:30:00+03:00 Bucharest,48.5%RH
2025-04-07T14:45:00+03:00 Bucharest,48.5%RH
2025-04-07T15:00:00+03:00 Bucharest,48.5%RH
2025-04-07T15:15:00+03:00 Bucharest,48.5%RH
2025-04-07T15:30:00+03:00 Bucharest,48.5%RH
2025-04-07T15:45:00+03:00 Bucharest,48.5%RH
2025-04-07T16:00:00+03:00 Bucharest,48.5%RH
2025-04-07T16:14:17+03:00 Bucharest,48%RH
2025-04-07T16:15:00+03:00 Bucharest,48%RH
2025-04-07T16:30:00+03:00 Bucharest,48%RH
2025-04-07T16:45:00+03:00 Bucharest,48%RH
2025-04-07T16:54:17+03:00 Bucharest,48.5%RH
2025-04-07T17:00:00+03:00 Bucharest,48.5%RH
2025-04-07T17:04:18+03:00 Bucharest,49.5%RH
2025-04-07T17:14:17+03:00 Bucharest,49%RH
2025-04-07T17:15:00+03:00 Bucharest,49%RH
2025-04-07T17:30:00+03:00 Bucharest,49%RH
2025-04-07T17:34:18+03:00 Bucharest,49.5%RH
2025-04-07T17:45:00+03:00 Bucharest,49.5%RH
2025-04-07T18:00:00+03:00 Bucharest,49.5%RH
2025-04-07T18:15:00+03:00 Bucharest,49.5%RH
2025-04-07T18:24:17+03:00 Bucharest,50%RH
2025-04-07T18:30:00+03:00 Bucharest,50%RH
2025-04-07T18:34:17+03:00 Bucharest,50.5%RH
2025-04-07T18:44:18+03:00 Bucharest,51%RH
2025-04-07T18:45:00+03:00 Bucharest,51%RH
2025-04-07T19:00:00+03:00 Bucharest,51%RH
2025-04-07T19:15:00+03:00 Bucharest,51%RH
2025-04-07T19:30:00+03:00 Bucharest,51%RH
2025-04-07T19:44:17+03:00 Bucharest,50.5%RH
2025-04-07T19:45:00+03:00 Bucharest,50.5%RH
2025-04-07T20:00:00+03:00 Bucharest,50.5%RH
2025-04-07T20:04:18+03:00 Bucharest,51%RH
2025-04-07T20:15:00+03:00 Bucharest,51%RH
2025-04-07T20:30:00+03:00 Bucharest,51%RH
2025-04-07T20:34:18+03:00 Bucharest,50.5%RH
2025-04-07T20:45:00+03:00 Bucharest,50.5%RH
2025-04-07T21:00:00+03:00 Bucharest,50.5%RH
2025-04-07T21:04:17+03:00 Bucharest,50%RH
2025-04-07T21:14:18+03:00 Bucharest,49.5%RH
2025-04-07T21:15:00+03:00 Bucharest,49.5%RH
2025-04-07T21:30:00+03:00 Bucharest,49.5%RH
2025-04-07T21:34:17+03:00 Bucharest,49%RH
2025-04-07T21:45:00+03:00 Bucharest,49%RH
2025-04-07T22:00:00+03:00 Bucharest,49%RH
2025-04-07T22:15:00+03:00 Bucharest,49%RH
2025-04-07T22:30:00+03:00 Bucharest,49%RH
2025-04-07T22:45:00+03:00 Bucharest,49%RH
2025-04-07T23:00:00+03:00 Bucharest,49%RH
2025-04-07T23:04:18+03:00 Bucharest,49.5%RH
2025-04-07T23:15:00+03:00 Bucharest,49.5%RH
2025-04-07T23:30:00+03:00 Bucharest,49.5%RH
2025-04-07T23:45:00+03:00 Bucharest,49.5%RH
2025-04-07T23:54:17+03:00 Bucharest,50%RH
2025-04-08T00:00:00+03:00 Bucharest,50%RH
2025-04-08T00:15:00+03:00 Bucharest,50%RH
2025-04-08T00:30:00+03:00 Bucharest,50%RH
2025-04-08T00:45:00+03:00 Bucharest,50%RH
2025-04-08T01:00:00+03:00 Bucharest,50%RH
2025-04-08T01:15:00+03:00 Bucharest,50%RH
2025-04-08T01:30:00+03:00 Bucharest,50%RH
2025-04-08T01:45:00+03:00 Bucharest,50%RH
2025-04-08T02:00:00+03:00 Bucharest,50%RH
2025-04-08T02:04:18+03:00 Bucharest,49.5%RH
2025-04-08T02:14:17+03:00 Bucharest,49%RH
2025-04-08T02:15:00+03:00 Bucharest,49%RH
2025-04-08T02:30:00+03:00 Bucharest,49%RH
2025-04-08T02:34:18+03:00 Bucharest,48.5%RH
2025-04-08T02:45:00+03:00 Bucharest,48.5%RH
2025-04-08T03:00:00+03:00 Bucharest,48.5%RH
2025-04-08T03:15:00+03:00 Bucharest,48.5%RH
2025-04-08T03:30:00+03:00 Bucharest,48.5%RH
2025-04-08T03:45:00+03:00 Bucharest,48.5%RH
2025-04-08T03:54:18+03:00 Bucharest,49%RH
2025-04-08T04:00:00+03:00 Bucharest,49%RH
2025-04-08T04:15:00+03:00 Bucharest,49%RH
2025-04-08T04:30:00+03:00 Bucharest,49%RH
2025-04-08T04:45:00+03:00 Bucharest,49%RH
2025-04-08T05:00:00+03:00 Bucharest,49%RH
2025-04-08T05:15:00+03:00 Bucharest,49%RH
2025-04-08T05:30:00+03:00 Bucharest,49%RH
2025-04-08T05:45:00+03:00 Bucharest,49%RH
2025-04-08T06:00:00+03:00 Bucharest,49%RH
2025-04-08T06:15:00+03:00 Bucharest,49%RH
2025-04-08T06:30:00+03:00 Bucharest,49%RH
2025-04-08T06:34:17+03:00 Bucharest,48.5%RH
2025-04-08T06:45:00+03:00 Bucharest,48.5%RH
2025-04-08T07:00:00+03:00 Bucharest,48.5%RH
2025-04-08T07:15:00+03:00 Bucharest,48.5%RH
2025-04-08T07:30:00+03:00 Bucharest,48.5%RH
2025-04-08T07:34:17+03:00 Bucharest,48%RH
2025-04-08T07:44:17+03:00 Bucharest,47.5%RH
2025-04-08T07:45:00+03:00 Bucharest,47.5%RH
2025-04-08T07:54:17+03:00 Bucharest,47%RH
2025-04-08T08:00:00+03:00 Bucharest,47%RH
2025-04-08T08:15:00+03:00 Bucharest,47%RH
2025-04-08T08:30:00+03:00 Bucharest,47%RH
2025-04-08T08:45:00+03:00 Bucharest,47%RH
2025-04-08T08:54:17+03:00 Bucharest,46.5%RH
2025-04-08T09:00:00+03:00 Bucharest,46.5%RH
2025-04-08T09:15:00+03:00 Bucharest,46.5%RH
2025-04-08T09:30:00+03:00 Bucharest,46.5%RH
2025-04-08T09:44:17+03:00 Bucharest,47%RH
2025-04-08T09:45:00+03:00 Bucharest,47%RH
2025-04-08T10:00:00+03:00 Bucharest,47%RH
2025-04-08T10:15:00+03:00 Bucharest,47%RH
2025-04-08T10:30:00+03:00 Bucharest,47%RH
2025-04-08T10:34:17+03:00 Bucharest,47.5%RH
2025-04-08T10:45:00+03:00 Bucharest,47.5%RH
2025-04-08T11:00:00+03:00 Bucharest,47.5%RH
2025-04-08T11:15:00+03:00 Bucharest,47.5%RH
2025-04-08T11:30:00+03:00 Bucharest,47.5%RH
2025-04-08T11:45:00+03:00 Bucharest,47.5%RH
2025-04-08T12:00:00+03:00 Bucharest,47.5%RH
2025-04-08T12:15:00+03:00 Bucharest,47.5%RH
2025-04-08T12:30:00+03:00 Bucharest,47.5%RH
2025-04-08T12:45:00+03:00 Bucharest,47.5%RH
2025-04-08T13:00:00+03:00 Bucharest,47.5%RH
2025-04-08T13:14:17+03:00 Bucharest,47%RH
2025-04-08T13:15:00+03:00 Bucharest,47%RH
2025-04-08T13:24:18+03:00 Bucharest,46.5%RH
2025-04-08T13:30:00+03:00 Bucharest,46.5%RH
2025-04-08T13:45:00+03:00 Bucharest,46.5%RH
2025-04-08T13:54:17+03:00 Bucharest,46%RH
2025-04-08T14:00:00+03:00 Bucharest,46%RH
2025-04-08T14:15:00+03:00 Bucharest,46%RH
2025-04-08T14:30:00+03:00 Bucharest,46%RH
2025-04-08T14:45:00+03:00 Bucharest,46%RH
2025-04-08T15:00:00+03:00 Bucharest,46%RH
2025-04-08T15:04:17+03:00 Bucharest,46.5%RH
2025-04-08T15:15:00+03:00 Bucharest,46.5%RH
2025-04-08T15:30:00+03:00 Bucharest,46.5%RH
2025-04-08T15:34:17+03:00 Bucharest,46%RH
2025-04-08T15:45:00+03:00 Bucharest,46%RH
2025-04-08T15:54:17+03:00 Bucharest,45.5%RH
2025-04-08T16:00:00+03:00 Bucharest,45.5%RH
2025-04-08T16:15:00+03:00 Bucharest,45.5%RH
2025-04-08T16:30:00+03:00 Bucharest,45.5%RH
2025-04-08T16:45:00+03:00 Bucharest,45.5%RH
2025-04-08T16:54:17+03:00 Bucharest,45%RH
2025-04-08T17:00:00+03:00 Bucharest,45%RH
2025-04-08T17:15:00+03:00 Bucharest,45%RH
2025-04-08T17:30:00+03:00 Bucharest,45%RH
2025-04-08T17:45:00+03:00 Bucharest,45%RH
2025-04-08T18:00:00+03:00 Bucharest,45%RH
2025-04-08T18:15:00+03:00 Bucharest,45%RH
2025-04-08T18:30:00+03:00 Bucharest,45%RH
2025-04-08T18:45:00+03:00 Bucharest,45%RH
2025-04-08T18:54:18+03:00 Bucharest,45.5%RH
2025-04-08T19:00:00+03:00 Bucharest,45.5%RH
2025-04-08T19:15:00+03:00 Bucharest,45.5%RH
2025-04-08T19:30:00+03:00 Bucharest,45.5%RH
2025-04-08T19:45:00+03:00 Bucharest,45.5%RH
2025-04-08T20:00:00+03:00 Bucharest,45.5%RH
2025-04-08T20:04:18+03:00 Bucharest,46%RH
2025-04-08T20:15:00+03:00 Bucharest,46%RH
2025-04-08T20:30:00+03:00 Bucharest,46%RH
2025-04-08T20:45:00+03:00 Bucharest,46%RH
2025-04-08T21:00:00+03:00 Bucharest,46%RH
2025-04-08T21:15:00+03:00 Bucharest,46%RH
2025-04-08T21:30:00+03:00 Bucharest,46%RH
2025-04-08T21:45:00+03:00 Bucharest,46%RH
2025-04-08T22:00:00+03:00 Bucharest,46%RH
2025-04-08T22:04:17+03:00 Bucharest,46.5%RH
2025-04-08T22:15:00+03:00 Bucharest,46.5%RH
2025-04-08T22:30:00+03:00 Bucharest,46.5%RH
2025-04-08T22:34:17+03:00 Bucharest,46%RH
2025-04-08T22:45:00+03:00 Bucharest,46%RH
2025-04-08T23:00:00+03:00 Bucharest,46%RH
2025-04-08T23:15:00+03:00 Bucharest,46%RH
2025-04-08T23:30:00+03:00 Bucharest,46%RH
2025-04-08T23:44:17+03:00 Bucharest,45.5%RH
2025-04-08T23:45:00+03:00 Bucharest,45.5%RH
2025-04-09T00:00:00+03:00 Bucharest,45.5%RH
2025-04-09T00:14:18+03:00 Bucharest,46%RH
2025-04-09T00:15:00+03:00 Bucharest,46%RH
2025-04-09T00:30:00+03:00 Bucharest,46%RH
2025-04-09T00:45:00+03:00 Bucharest,46%RH
2025-04-09T01:00:00+03:00 Bucharest,46%RH
2025-04-09T01:14:17+03:00 Bucharest,46.5%RH
2025-04-09T01:15:00+03:00 Bucharest,46.5%RH
2025-04-09T01:30:00+03:00 Bucharest,46.5%RH
2025-04-09T01:45:00+03:00 Bucharest,46.5%RH
2025-04-09T02:00:00+03:00 Bucharest,46.5%RH
2025-04-09T02:14:17+03:00 Bucharest,47%RH
2025-04-09T02:15:00+03:00 Bucharest,47%RH
2025-04-09T02:30:00+03:00 Bucharest,47%RH
2025-04-09T02:45:00+03:00 Bucharest,47%RH
2025-04-09T03:00:00+03:00 Bucharest,47%RH
2025-04-09T03:15:00+03:00 Bucharest,47%RH
2025-04-09T03:30:00+03:00 Bucharest,47%RH
2025-04-09T03:45:00+03:00 Bucharest,47%RH
2025-04-09T03:54:17+03:00 Bucharest,46.5%RH
2025-04-09T04:00:00+03:00 Bucharest,46.5%RH
2025-04-09T04:15:00+03:00 Bucharest,46.5%RH
2025-04-09T04:30:00+03:00 Bucharest,46.5%RH
2025-04-09T04:45:00+03:00 Bucharest,46.5%RH
2025-04-09T04:54:17+03:00 Bucharest,46%RH
2025-04-09T05:00:00+03:00 Bucharest,46%RH
2025-04-09T05:14:17+03:00 Bucharest,45.5%RH
2025-04-09T05:15:00+03:00 Bucharest,45.5%RH
2025-04-09T05:24:17+03:00 Bucharest,45%RH
2025-04-09T05:30:00+03:00 Bucharest,45%RH
2025-04-09T05:45:00+03:00 Bucharest,45%RH
2025-04-09T06:00:00+03:00 Bucharest,45%RH
2025-04-09T06:15:00+03:00 Bucharest,45%RH
2025-04-09T06:30:00+03:00 Bucharest,45%RH
2025-04-09T06:45:00+03:00 Bucharest,45%RH
2025-04-09T07:00:00+03:00 Bucharest,45%RH
2025-04-09T07:15:00+03:00 Bucharest,45%RH
2025-04-09T07:30:00+03:00 Bucharest,45%RH
2025-04-09T07:44:17+03:00 Bucharest,45.5%RH
